Task

Answer the following multiple-choice question.

Time series

Index | GoldSteinScale
0 | 1.9
1 | 2.8
2 | 1.9
3 | 3.0
4 | 0.0
5 | 1.0
6 | 6.0
7 | 0.0
8 | -4.0
9 | -0.4
10 | 2.35
11 | -2.0
12 | 4.0
13 | -0.4
14 | 0.4
15 | -7.2
16 | 0.0
17 | 5.2
18 | 0.0
19 | -4.0
20 | -2.0
21 | -2.0
22 | 5.2
23 | 3.4
24 | 8.0
25 | 3.4
26 | 4.0
27 | 7.4
28 | 3.4
29 | -2.0
30 | -4.0
31 | 1.0
32 | 4.0
33 | 1.9
34 | -2.0
35 | 7.0
36 | 0.0
37 | 0.0
38 | 6.0
39 | 7.0
40 | 0.0
41 | 3.0
42 | -6.5
43 | 7.5
44 | -2.0
45 | -7.0
46 | 6.0
47 | 4.0
48 | 7.0
49 | -10.0
50 | -10.0
51 | 7.0
52 | -10.0
53 | -10.0
54 | 0.0
55 | 7.4
56 | 8.0
57 | 3.0
58 | 7.4
59 | 0.0
60 | 4.0
61 | 3.4
62 | 0.0
63 | 2.8
64 | -2.0
65 | 1.0
66 | 0.0
67 | 7.0
68 | -2.0
69 | -0.4
70 | -4.05
71 | 5.0
72 | 7.0
73 | 1.9
74 | -1.0
75 | 3.0
76 | 3.5
77 | -2.0
78 | -5.0
79 | 0.4
80 | -0.8
81 | 0.0
82 | 4.0
83 | 1.0
84 | 4.0
85 | 3.0
86 | 4.0
87 | 7.4
88 | 4.0
89 | -0.4
90 | -5.0
91 | -7.5
92 | -2.0
93 | 3.5
94 | 4.0
95 | -5.0
96 | -5.0
97 | -0.75
98 | 7.4
99 | -4.0
100 | 2.8
101 | 0.0
102 | 0.0
103 | 1.9
104 | 1.0
105 | -7.5
106 | 0.0
107 | -4.0
108 | 4.0
109 | 4.0
110 | 1.0
111 | 2.8
112 | 0.0
113 | 6.4
114 | 7.0
115 | 4.0
116 | -10.0
117 | 4.0
118 | 4.0
119 | -9.5
120 | 4.0
121 | 3.0
122 | 3.4
123 | 0.0
124 | -2.0
125 | 0.0
126 | 8.0
127 | -6.0
128 | -2.0
129 | -6.0
130 | 4.0
131 | -2.0
132 | 0.4
133 | 3.4
134 | 7.4
135 | 1.0
136 | 0.0
137 | 0.0
138 | -2.0
139 | 3.4
140 | -2.0
141 | -5.0
142 | 1.0
143 | -5.0
144 | 4.0
145 | -4.0
146 | 3.4
147 | 0.0
148 | -2.0
149 | -5.0
150 | 2.8
151 | 7.0
152 | -9.5
153 | 1.4
154 | 3.0
155 | 7.0
156 | -2.0
157 | 1.9
158 | 1.9
159 | 3.4
160 | 0.0
161 | 3.0
162 | -1.5499999999999998
163 | 1.9
164 | 3.0
165 | 1.9
166 | -10.0
167 | 7.0
168 | 7.4
169 | 3.4
170 | -2.0
171 | 0.0
172 | -10.0
173 | -4.0
174 | 2.8
175 | 7.0
176 | -6.5
177 | 1.0
178 | 1.9
179 | 4.0
180 | -2.0
181 | -2.0
182 | 1.9
183 | 3.0
184 | 4.0
185 | 4.0
186 | 1.9
187 | -2.0
188 | -4.4
189 | 4.0
190 | 7.0
191 | -4.0
192 | -4.0
193 | 3.0
194 | -6.5
195 | 4.0
196 | 3.0
197 | 0.4
198 | 7.0
199 | 4.0
200 | 0.0
201 | 1.9
202 | 3.4
203 | -10.0
204 | -10.0
205 | -2.0
206 | 1.45
207 | 1.9
208 | -10.0
209 | 7.0
210 | 0.0
211 | 4.0
212 | 0.4
213 | -4.0
214 | 0.0
215 | 3.0
216 | 7.0
217 | 7.0
218 | -9.0
219 | 1.9
220 | 2.8
221 | 5.0
222 | 0.0
223 | 2.8
224 | 6.0
225 | -5.0
226 | 0.0
227 | -6.5
228 | 0.0
229 | -2.0
230 | 3.0
231 | 0.0
232 | 1.4
233 | -0.4
234 | 0.0
235 | -2.0
236 | 3.4
237 | 0.0
238 | 7.0
239 | 0.0
240 | -5.0
241 | 0.0
242 | 4.0
243 | 3.4
244 | 1.0
245 | 0.0
246 | 0.0
247 | 3.4
248 | 7.0
249 | 0.4
250 | -10.0
251 | 0.0
252 | 7.0
253 | 4.0
254 | 0.0
255 | 3.4
256 | 3.4
257 | 0.0
258 | 7.0
259 | -4.0
260 | -2.0
261 | 0.0
262 | 6.4
263 | 7.0
264 | 1.9
265 | 3.4
266 | 6.4
267 | -2.0
268 | 4.0
269 | -5.0
270 | 4.0
271 | 2.8
272 | 1.9
273 | 7.0
274 | 0.0
275 | 2.8
276 | 2.0
277 | 3.0
278 | 0.0
279 | -2.0
280 | 0.0
281 | 4.5
282 | 3.0
283 | -6.5
284 | 2.8
285 | 7.0
286 | -9.5
287 | 1.9
288 | -0.4
289 | 3.4
290 | 0.4
291 | 3.4
292 | 3.5
293 | 4.0
294 | 1.9
295 | 3.2
296 | 3.5
297 | 1.9
298 | 3.4
299 | 1.95
300 | 0.4
301 | 5.2
302 | 7.0
303 | 0.0
304 | 1.9
305 | 0.0
306 | 0.5
307 | 1.9
308 | -4.4
309 | -5.0
310 | 3.4
311 | 2.8
312 | 7.0
313 | 7.0
314 | 0.0
315 | 0.0
316 | 3.4
317 | -2.0
318 | 0.4
319 | -10.0
320 | -10.0
321 | -10.0
322 | -6.5
323 | 0.4
324 | 4.0
325 | 1.9
326 | 5.0
327 | -5.0
328 | 5.0
329 | -5.0
330 | -2.0
331 | 0.4
332 | -2.0
333 | 0.0
334 | 0.0
335 | -4.0
336 | 1.9
337 | 7.0
338 | 6.4
339 | 0.0
340 | 5.2
341 | 3.0
342 | 3.0
343 | 3.0
344 | 3.5
345 | 2.8
346 | 0.0
347 | -5.0
348 | 3.0
349 | 3.0
350 | 4.0
351 | 7.4
352 | 3.0
353 | 4.0
354 | 7.0
355 | 1.9
356 | 3.0
357 | 7.0
358 | -2.0
359 | 1.9
360 | 5.0
361 | -2.0
362 | 0.0
363 | 0.0
364 | 1.9
365 | 2.8
366 | -5.0
367 | 2.8
368 | 0.4
369 | 3.0
370 | -2.0
371 | -5.0
372 | -4.0
373 | 0.0
374 | 7.0
375 | 2.8
376 | 0.0
377 | -2.0
378 | 6.0
379 | -2.0
380 | 3.0
381 | 4.0
382 | 6.0
383 | 0.0
384 | 5.2
385 | 5.2
386 | -2.0
387 | -2.0
388 | 5.2
389 | 5.2
390 | -2.0
391 | 0.0
392 | -5.0
393 | 0.4
394 | -2.0
395 | 6.0
396 | 1.9
397 | 3.0
398 | -6.0
399 | 0.0
400 | -10.0
401 | 3.0
402 | 3.0
403 | 8.0
404 | 1.0
405 | 3.0
406 | 1.5
407 | 3.4
