Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Time | Play | Team A score | Team B score | Win prob (A) | Win prob (B)
0 | Player 12 (Team A) vs. Player 18 (Team B) (Player 15 (Team A) gains possession) | 0 | 0 | 0.689 | 0.311
1 | Player 5 (Team A) misses 26-foot three point jumper | 0 | 0 | 0.674 | 0.326
2 | Player 18 (Team B) defensive rebound | 0 | 0 | 0.67 | 0.33
3 | Player 5 (Team A) blocks Player 3 (Team B) 's 28-foot three point pullup jump shot | 0 | 0 | 0.682 | 0.318
4 | Player 12 (Team A) defensive rebound | 0 | 0 | 0.686 | 0.314
5 | Player 3 (Team A) makes 28-foot three point jumper (Player 14 (Team A) assists) | 3 | 0 | 0.729 | 0.271
6 | Player 10 (Team B) misses 20-foot pullup jump shot | 3 | 0 | 0.745 | 0.255
7 | Player 3 (Team A) defensive rebound | 3 | 0 | 0.75 | 0.25
8 | Player 5 (Team A) makes 4-foot two point shot | 5 | 0 | 0.766 | 0.234
9 | Player 18 (Team B) misses 12-foot jumper | 5 | 0 | 0.779 | 0.221
10 | Player 3 (Team A) defensive rebound | 5 | 0 | 0.784 | 0.216
11 | Player 3 (Team A) misses 27-foot step back jumpshot | 5 | 0 | 0.77 | 0.23
12 | Player 3 (Team B) defensive rebound | 5 | 0 | 0.765 | 0.235
13 | Player 10 (Team B) misses 30-foot three point jumper | 5 | 0 | 0.779 | 0.221
14 | Player 3 (Team A) defensive rebound | 5 | 0 | 0.783 | 0.217
15 | Player 14 (Team A) misses 24-foot three point jumper | 5 | 0 | 0.769 | 0.231
16 | Player 9 (Team B) defensive rebound | 5 | 0 | 0.764 | 0.236
17 | Player 14 (Team B) misses 27-foot three point jumper | 5 | 0 | 0.778 | 0.222
18 | Player 5 (Team A) defensive rebound | 5 | 0 | 0.782 | 0.218
19 | Player 3 (Team A) makes 15-foot two point shot | 7 | 0 | 0.801 | 0.199
20 | Player 14 (Team B) out of bounds bad pass turnover | 7 | 0 | 0.816 | 0.184
21 | Player 3 (Team A) makes 27-foot three pointer (Player 5 (Team A) assists) | 10 | 0 | 0.846 | 0.154
22 | Player 10 (Team B) misses 28-foot three point pullup jump shot | 10 | 0 | 0.856 | 0.144
23 | Player 14 (Team A) defensive rebound | 10 | 0 | 0.859 | 0.141
24 | Player 3 (Team A) misses three point pullup jump shot | 10 | 0 | 0.849 | 0.151
25 | Player 10 (Team B) defensive rebound | 10 | 0 | 0.846 | 0.154
26 | Player 9 (Team B) makes two point shot (Player 10 (Team B) assists) | 10 | 2 | 0.832 | 0.168
27 | Player 18 (Team B) blocks Player 3 (Team A) 's 6-foot driving floating jump shot / Team B defensive team rebound / Player 12 (Team A) loose ball foul | 10 | 2 | 0.815 | 0.185
28 | Player 10 (Team B) makes 26-foot three point jumper (Player 3 (Team B) assists) | 10 | 5 | 0.78 | 0.22
29 | Player 10 (Team B) personal foul | 10 | 5 | 0.781 | 0.219
30 | Player 9 (Team B) shooting foul / Player 15 (Team A) makes free throw 1 of 2 / Player 15 (Team A) makes free throw 2 of 2 | 12 | 5 | 0.798 | 0.202
31 | Player 18 (Team B) makes dunk (Player 3 (Team B) assists) | 12 | 7 | 0.781 | 0.219
32 | Player 3 (Team A) misses two point shot | 12 | 7 | 0.765 | 0.235
33 | Player 10 (Team B) defensive rebound | 12 | 7 | 0.76 | 0.24
34 | Player 3 (Team B) misses 27-foot three point pullup jump shot | 12 | 7 | 0.775 | 0.225
35 | Player 12 (Team A) defensive rebound | 12 | 7 | 0.78 | 0.22
36 | Player 3 (Team A) makes 27-foot three point jumper (Player 14 (Team A) assists) | 15 | 7 | 0.813 | 0.187
37 | Player 18 (Team B) makes 13-foot jumper (Player 3 (Team B) assists) | 15 | 9 | 0.797 | 0.203
38 | Player 5 (Team A) misses 27-foot three point jumper | 15 | 9 | 0.782 | 0.218
39 | Player 10 (Team B) defensive rebound | 15 | 9 | 0.777 | 0.223
40 | Player 9 (Team B) misses 13-foot two point shot | 15 | 9 | 0.792 | 0.208
41 | Player 3 (Team A) defensive rebound | 15 | 9 | 0.796 | 0.204
42 | Player 18 (Team B) personal foul / Team B Full timeout / Player 12 (Team B) enters the game for Player 9 (Team B) / Player 10 (Team A) enters the game for Player 15 (Team A) / Player 8 (Team A) enters the game for Player 5 (Team A) | 15 | 9 | 0.796 | 0.204
43 | Player 3 (Team A) bad pass (Player 10 (Team B) steals) | 15 | 9 | 0.776 | 0.224
44 | Player 8 (Team A) shooting foul / Player 12 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 13 (Team A) enters the game for Player 12 (Team A) / Player 12 (Team B) misses free throw 2 of 2 | 15 | 9 | 0.795 | 0.205
45 | Player 3 (Team A) defensive rebound | 15 | 9 | 0.795 | 0.205
46 | Player 8 (Team A) makes driving layup (Player 3 (Team A) assists) | 17 | 9 | 0.812 | 0.188
47 | Player 14 (Team B) makes 2-foot driving dunk (Player 10 (Team B) assists) | 17 | 11 | 0.794 | 0.206
48 | Player 10 (Team A) makes driving layup (Player 3 (Team A) assists) | 19 | 11 | 0.811 | 0.189
49 | Player 10 (Team B) out of bounds lost ball turnover / Player 11 (Team B) enters the game for Player 10 (Team B) / Player 9 (Team B) enters the game for Player 18 (Team B) | 19 | 11 | 0.829 | 0.171
50 | Player 3 (Team A) makes driving layup | 21 | 11 | 0.845 | 0.155
51 | Player 9 (Team B) out of bounds bad pass turnover | 21 | 11 | 0.862 | 0.138
52 | Player 3 (Team A) makes 27-foot three pointer | 24 | 11 | 0.887 | 0.113
53 | Player 12 (Team B) makes driving layup (Player 11 (Team B) assists) | 24 | 13 | 0.874 | 0.126
54 | Player 3 (Team A) misses 26-foot three point pullup jump shot | 24 | 13 | 0.864 | 0.136
55 | Player 11 (Team B) defensive rebound | 24 | 13 | 0.86 | 0.14
56 | Player 11 (Team B) makes 25-foot three point jumper (Player 12 (Team B) assists) / Team A Full timeout / Player 1 (Team B) enters the game for Player 3 (Team B) / Player 5 (Team A) enters the game for Player 14 (Team A) / Player 15 (Team A) enters the game for Player 3 (Team A) | 24 | 16 | 0.875 | 0.125
57 | Player 13 (Team A) makes 6-foot two point shot | 26 | 16 | 0.845 | 0.155
58 | Player 11 (Team B) misses 31-foot three point pullup jump shot | 26 | 16 | 0.858 | 0.142
59 | Player 8 (Team A) defensive rebound | 26 | 16 | 0.862 | 0.138
60 | Player 5 (Team A) makes 9-foot two point shot | 28 | 16 | 0.873 | 0.127
61 | Player 5 (Team A) personal foul | 28 | 16 | 0.851 | 0.149
62 | Player 1 (Team B) misses 11-foot pullup jump shot | 28 | 16 | 0.885 | 0.115
63 | Player 8 (Team A) defensive rebound | 28 | 16 | 0.888 | 0.112
64 | Player 1 (Team B) shooting foul / Player 8 (Team A) makes free throw 1 of 2 / Player 19 (Team B) enters the game for Player 14 (Team B) / Player 8 (Team A) makes free throw 2 of 2 | 30 | 16 | 0.9 | 0.1
65 | Player 1 (Team B) bad pass (Player 15 (Team A) steals) | 30 | 16 | 0.911 | 0.089
66 | Player 11 (Team B) shooting foul / Player 15 (Team A) makes free throw 1 of 2 / Player 15 (Team A) misses free throw 2 of 2 | 31 | 16 | 0.911 | 0.089
67 | Player 12 (Team B) defensive rebound | 31 | 16 | 0.911 | 0.089
68 | Player 12 (Team B) misses two point shot / Player 9 (Team B) offensive rebound | 31 | 16 | 0.908 | 0.092
69 | Player 9 (Team B) misses tip shot / Player 19 (Team B) offensive rebound / Player 19 (Team B) makes tip shot / End of the 1st Quarter | 31 | 18 | 0.894 | 0.106
70 | Player 1 (Team B) out of bounds bad pass turnover | 31 | 18 | 0.901 | 0.099
71 | Player 5 (Team A) misses driving layup | 31 | 18 | 0.893 | 0.107
72 | Player 9 (Team B) defensive rebound | 31 | 18 | 0.89 | 0.11
73 | Player 9 (Team B) misses 27-foot three point jumper | 31 | 18 | 0.899 | 0.101
74 | Player 15 (Team A) defensive rebound | 31 | 18 | 0.902 | 0.098
75 | Player 13 (Team A) makes 4-foot driving floating jump shot (Player 10 (Team A) assists) / Team A delay of game violation | 33 | 18 | 0.924 | 0.076
76 | Player 9 (Team B) lost ball turnover (Player 15 (Team A) steals) | 33 | 18 | 0.925 | 0.075
77 | Player 10 (Team A) misses two point shot | 33 | 18 | 0.918 | 0.082
78 | Player 1 (Team B) defensive rebound | 33 | 18 | 0.916 | 0.084
79 | Player 11 (Team B) makes driving layup (Player 1 (Team B) assists) | 33 | 20 | 0.903 | 0.097
80 | Player 13 (Team A) bad pass (Player 1 (Team B) steals) | 33 | 20 | 0.89 | 0.11
81 | Player 1 (Team B) makes 3-foot dunk | 33 | 22 | 0.876 | 0.124
82 | Player 15 (Team A) misses driving layup / Player 15 (Team A) offensive rebound / Player 9 (Team B) shooting foul / Player 15 (Team A) makes free throw 1 of 2 / Player 18 (Team B) enters the game for Player 9 (Team B) / Player 15 (Team A) misses free throw 2 of 2 | 34 | 22 | 0.876 | 0.124
83 | Player 12 (Team B) defensive rebound | 34 | 22 | 0.876 | 0.124
84 | Player 10 (Team A) personal foul | 34 | 22 | 0.877 | 0.123
85 | Player 11 (Team B) misses 27-foot three point pullup jump shot | 34 | 22 | 0.887 | 0.113
86 | Player 19 (Team B) offensive rebound | 34 | 22 | 0.877 | 0.123
87 | Player 13 (Team A) shooting foul / Player 12 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 3 (Team A) enters the game for Player 13 (Team A) / Player 12 (Team A) enters the game for Player 15 (Team A) / Player 12 (Team B) misses free throw 2 of 2 | 34 | 22 | 0.891 | 0.109
88 | Player 10 (Team A) defensive rebound | 34 | 22 | 0.891 | 0.109
89 | Player 18 (Team B) shooting foul / Player 5 (Team A) makes free throw 1 of 2 / Player 5 (Team A) makes free throw 2 of 2 | 36 | 22 | 0.904 | 0.096
90 | Player 12 (Team B) bad pass (Player 10 (Team A) steals) | 36 | 22 | 0.915 | 0.085
91 | Player 18 (Team B) blocks Player 5 (Team A)'s driving layup | 36 | 22 | 0.907 | 0.093
92 | Player 19 (Team B) defensive rebound | 36 | 22 | 0.904 | 0.096
93 | Player 11 (Team B) misses 27-foot three point shot | 36 | 22 | 0.913 | 0.087
94 | Player 12 (Team B) offensive rebound | 36 | 22 | 0.904 | 0.096
95 | Player 12 (Team B) misses 7-foot two point shot | 36 | 22 | 0.913 | 0.087
96 | Player 19 (Team B) offensive rebound | 36 | 22 | 0.904 | 0.096
97 | Player 19 (Team B) makes tip shot | 36 | 24 | 0.891 | 0.109
98 | Player 10 (Team A) makes driving layup (Player 12 (Team A) assists) | 38 | 24 | 0.905 | 0.095
99 | Player 12 (Team A) shooting foul / Player 18 (Team B) makes free throw 1 of 2 / Player 10 (Team B) enters the game for Player 1 (Team B) / Player 18 (Team B) makes free throw 2 of 2 | 38 | 26 | 0.892 | 0.108
100 | Player 8 (Team A) makes driving layup (Player 12 (Team A) assists) | 40 | 26 | 0.905 | 0.095
101 | Player 12 (Team B) makes 4-foot layup (Player 10 (Team B) assists) | 40 | 28 | 0.893 | 0.107
102 | Player 3 (Team A) makes driving layup | 42 | 28 | 0.905 | 0.095
103 | Player 10 (Team B) misses 29-foot three point jumper | 42 | 28 | 0.915 | 0.085
104 | Player 10 (Team A) defensive rebound | 42 | 28 | 0.918 | 0.082
105 | Player 19 (Team B) personal foul / Team B Full timeout / Player 3 (Team B) enters the game for Player 12 (Team B) / Player 14 (Team B) enters the game for Player 19 (Team B) / Player 15 (Team A) enters the game for Player 5 (Team A) / Player 14 (Team A) enters the game for Player 10 (Team A) | 42 | 28 | 0.918 | 0.082
106 | Player 15 (Team A) misses layup | 42 | 28 | 0.909 | 0.091
107 | Player 3 (Team B) defensive rebound | 42 | 28 | 0.906 | 0.094
108 | Player 14 (Team A) shooting foul / Player 3 (Team B) makes free throw 1 of 2 / Player 3 (Team B) makes free throw 2 of 2 | 42 | 30 | 0.893 | 0.107
109 | Player 12 (Team A) makes dunk (Player 3 (Team A) assists) | 44 | 30 | 0.907 | 0.093
110 | Player 14 (Team B) makes 27-foot three point jumper (Player 3 (Team B) assists) | 44 | 33 | 0.881 | 0.119
111 | Player 10 (Team B) shooting foul / Player 12 (Team A) misses free throw 1 of 2 / Team A offensive team rebound / Player 12 (Team A) misses free throw 2 of 2 | 44 | 33 | 0.864 | 0.136
112 | Player 12 (Team A) offensive rebound / Player 18 (Team B) shooting foul / Player 12 (Team A) makes free throw 1 of 2 / Player 9 (Team B) enters the game for Player 18 (Team B) / Player 12 (Team A) makes free throw 2 of 2 | 46 | 33 | 0.894 | 0.106
113 | Player 14 (Team B) bad pass (Player 14 (Team A) steals) | 46 | 33 | 0.908 | 0.092
114 | Player 3 (Team B) shooting foul / Player 12 (Team A) misses free throw 1 of 2 / Team A offensive team rebound / Player 12 (Team A) makes free throw 2 of 2 | 47 | 33 | 0.907 | 0.093
115 | Player 12 (Team A) blocks Player 9 (Team B) 's 3-foot driving layup | 47 | 33 | 0.918 | 0.082
116 | Player 3 (Team A) defensive rebound | 47 | 33 | 0.921 | 0.079
117 | Player 10 (Team B) blocks Player 3 (Team A) 's 5-foot two point shot / Team B defensive team rebound | 47 | 33 | 0.908 | 0.092
118 | Player 14 (Team B) misses 24-foot three point jumper | 47 | 33 | 0.918 | 0.082
119 | Player 8 (Team A) defensive rebound | 47 | 33 | 0.922 | 0.078
120 | Player 3 (Team A) makes 26-foot three pointer | 50 | 33 | 0.941 | 0.059
121 | Player 10 (Team B) misses 13-foot two point shot | 50 | 33 | 0.948 | 0.052
