Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Time | Play | Team A score | Team B score | Win prob (A) | Win prob (B)
0 | Player 13 (Team A) vs. Player 4 (Team B) (Player 3 (Team B) gains possession) | 0 | 0 | 0.438 | 0.562
1 | Player 3 (Team B) makes 2-foot dunk | 0 | 2 | 0.409 | 0.591
2 | Player 9 (Team A) misses driving layup | 0 | 2 | 0.393 | 0.607
3 | Team B defensive team rebound | 0 | 2 | 0.387 | 0.613
4 | Player 4 (Team B) misses 9-foot pullup jump shot | 0 | 2 | 0.404 | 0.596
5 | Player 3 (Team A) defensive rebound / Player 3 (Team B) loose ball foul | 0 | 2 | 0.41 | 0.59
6 | Player 7 (Team A) misses 13-foot pullup jump shot | 0 | 2 | 0.392 | 0.608
7 | Team A offensive team rebound | 0 | 2 | 0.41 | 0.59
8 | Player 4 (Team A) out of bounds bad pass turnover | 0 | 2 | 0.386 | 0.614
9 | Player 1 (Team B) makes 29-foot three pointer (Player 6 (Team B) assists) | 0 | 5 | 0.34 | 0.66
10 | Player 3 (Team A) makes 14-foot pullup jump shot (Player 9 (Team A) assists) | 2 | 5 | 0.362 | 0.638
11 | Player 3 (Team A) personal foul | 2 | 5 | 0.365 | 0.635
12 | Player 1 (Team B) misses 28-foot three point jumper | 2 | 5 | 0.381 | 0.619
13 | Player 3 (Team A) defensive rebound | 2 | 5 | 0.387 | 0.613
14 | Player 4 (Team A) misses 22-foot three point shot | 2 | 5 | 0.369 | 0.631
15 | Player 2 (Team B) defensive rebound | 2 | 5 | 0.363 | 0.637
16 | Player 2 (Team B) lost ball turnover (Player 9 (Team A) steals) | 2 | 5 | 0.387 | 0.613
17 | Player 13 (Team A) makes layup (Player 3 (Team A) assists) | 4 | 5 | 0.413 | 0.587
18 | Player 2 (Team B) makes 26-foot step back jumpshot | 4 | 8 | 0.364 | 0.636
19 | Player 4 (Team B) blocks Player 7 (Team A) 's 5-foot driving floating jump shot | 4 | 8 | 0.346 | 0.654
20 | Player 2 (Team B) defensive rebound | 4 | 8 | 0.339 | 0.661
21 | Player 2 (Team B) makes 26-foot step back jumpshot | 4 | 11 | 0.294 | 0.706
22 | Team A Full timeout | 4 | 11 | 0.294 | 0.706
23 | Player 3 (Team A) makes two point shot | 6 | 11 | 0.316 | 0.684
24 | Player 1 (Team B) makes 22-foot pullup jump shot (Player 3 (Team B) assists) | 6 | 13 | 0.294 | 0.706
25 | Player 13 (Team A) lost ball turnover (Player 4 (Team B) steals) | 6 | 13 | 0.271 | 0.729
26 | Player 4 (Team B) makes 18-foot two point shot (Player 3 (Team B) assists) | 6 | 15 | 0.25 | 0.75
27 | Player 3 (Team A) bad pass (Player 2 (Team B) steals) | 6 | 15 | 0.229 | 0.771
28 | Player 2 (Team B) makes dunk / Player 13 (Team A) shooting foul / Player 2 (Team B) makes free throw 1 of 1 | 6 | 18 | 0.195 | 0.805
29 | Player 4 (Team B) blocks Player 9 (Team A)'s layup | 6 | 18 | 0.18 | 0.82
30 | Player 4 (Team B) defensive rebound | 6 | 18 | 0.175 | 0.825
31 | Player 1 (Team B) misses 28-foot step back jumpshot | 6 | 18 | 0.189 | 0.811
32 | Player 9 (Team A) defensive rebound | 6 | 18 | 0.194 | 0.806
33 | Player 7 (Team A) misses two point shot / Team A offensive team rebound | 6 | 18 | 0.194 | 0.806
34 | Player 4 (Team A) misses 26-foot step back jumpshot | 6 | 18 | 0.179 | 0.821
35 | Team B defensive team rebound | 6 | 18 | 0.174 | 0.826
36 | Player 3 (Team B) makes 4-foot two point shot | 6 | 20 | 0.157 | 0.843
37 | Player 9 (Team A) misses 26-foot three point jumper | 6 | 20 | 0.145 | 0.855
38 | Player 4 (Team A) offensive rebound | 6 | 20 | 0.156 | 0.844
39 | Player 4 (Team B) shooting foul / Player 13 (Team A) makes free throw 1 of 2 / Player 13 (Team A) makes free throw 2 of 2 | 8 | 20 | 0.173 | 0.827
40 | Player 4 (Team B) misses 27-foot three point jumper | 8 | 20 | 0.187 | 0.813
41 | Player 13 (Team A) defensive rebound | 8 | 20 | 0.192 | 0.808
42 | Player 3 (Team A) makes driving floating jump shot / Player 1 (Team B) shooting foul / Player 12 (Team A) enters the game for Player 4 (Team A) / Player 3 (Team A) makes free throw 1 of 1 | 11 | 20 | 0.228 | 0.772
43 | Player 2 (Team B) misses 26-foot step back jumpshot | 11 | 20 | 0.243 | 0.757
44 | Player 3 (Team A) defensive rebound | 11 | 20 | 0.248 | 0.752
45 | Player 12 (Team A) misses 12-foot pullup jump shot | 11 | 20 | 0.232 | 0.768
46 | Player 1 (Team B) defensive rebound | 11 | 20 | 0.227 | 0.773
47 | Player 9 (Team A) personal foul / Player 5 (Team B) enters the game for Player 6 (Team B) / Player 19 (Team A) enters the game for Player 9 (Team A) / Team A delay of game violation | 11 | 20 | 0.248 | 0.752
48 | Player 2 (Team B) misses 27-foot three point pullup jump shot / Player 3 (Team A) defensive rebound | 11 | 20 | 0.247 | 0.753
49 | Player 19 (Team A) misses 25-foot three point jumper | 11 | 20 | 0.232 | 0.768
50 | Player 4 (Team B) defensive rebound | 11 | 20 | 0.227 | 0.773
51 | Player 4 (Team B) makes 18-foot running pullup jump shot | 11 | 22 | 0.206 | 0.794
52 | Player 3 (Team A) misses 28-foot three point pullup jump shot | 11 | 22 | 0.192 | 0.808
53 | Player 4 (Team B) defensive rebound | 11 | 22 | 0.187 | 0.813
54 | Player 19 (Team A) shooting foul / Player 3 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 8 (Team A) enters the game for Player 13 (Team A) / Player 3 (Team B) makes free throw 2 of 2 | 11 | 23 | 0.188 | 0.812
55 | Player 12 (Team A) misses 26-foot three point jumper | 11 | 23 | 0.175 | 0.825
56 | Player 19 (Team A) offensive rebound | 11 | 23 | 0.188 | 0.812
57 | Player 19 (Team A) makes two point shot | 13 | 23 | 0.205 | 0.795
58 | Player 5 (Team B) makes alley oop layup (Player 1 (Team B) assists) | 13 | 25 | 0.187 | 0.813
59 | Player 7 (Team A) makes driving layup | 15 | 25 | 0.204 | 0.796
60 | Player 1 (Team B) makes 4-foot two point shot | 15 | 27 | 0.187 | 0.813
61 | Player 12 (Team A) misses 25-foot three point jumper | 15 | 27 | 0.173 | 0.827
62 | Player 3 (Team B) defensive rebound | 15 | 27 | 0.169 | 0.831
63 | Player 2 (Team B) makes two point shot / Team A Full timeout / Player 9 (Team B) enters the game for Player 4 (Team B) / Player 7 (Team B) enters the game for Player 3 (Team B) / Player 4 (Team A) enters the game for Player 7 (Team A) | 15 | 29 | 0.15 | 0.85
64 | Player 4 (Team A) misses 25-foot three point jumper | 15 | 29 | 0.139 | 0.861
65 | Player 19 (Team A) offensive rebound / Player 19 (Team A) makes dunk / Player 5 (Team B) shooting foul / Player 19 (Team A) makes free throw 1 of 1 | 18 | 29 | 0.185 | 0.815
66 | Player 5 (Team B) misses 26-foot three point jumper | 18 | 29 | 0.199 | 0.801
67 | Player 8 (Team A) defensive rebound | 18 | 29 | 0.203 | 0.797
68 | Player 8 (Team A) misses driving layup | 18 | 29 | 0.189 | 0.811
69 | Player 9 (Team B) defensive rebound | 18 | 29 | 0.184 | 0.816
70 | Player 7 (Team B) lost ball turnover (Player 8 (Team A) steals) | 18 | 29 | 0.203 | 0.797
71 | Player 19 (Team A) misses 26-foot three point jumper | 18 | 29 | 0.188 | 0.812
72 | Player 5 (Team B) defensive rebound | 18 | 29 | 0.183 | 0.817
73 | Player 1 (Team B) out of bounds bad pass turnover | 18 | 29 | 0.202 | 0.798
74 | Player 3 (Team A) makes 15-foot step back jumpshot | 20 | 29 | 0.219 | 0.781
75 | Player 7 (Team B) misses driving floating jump shot | 20 | 29 | 0.236 | 0.764
76 | Player 3 (Team A) defensive rebound | 20 | 29 | 0.242 | 0.758
77 | Player 3 (Team A) makes two point shot / Player 9 (Team B) defensive goaltending violation | 22 | 29 | 0.261 | 0.739
78 | Player 5 (Team B) misses 29-foot three point jumper | 22 | 29 | 0.281 | 0.719
79 | Player 3 (Team A) defensive rebound | 22 | 29 | 0.287 | 0.713
80 | Player 3 (Team A) makes 25-foot three pointer | 25 | 29 | 0.337 | 0.663
