Task

Reconstruct the missing event in this basketball game. Use the available numerical time-series evidence around the marked row to select the most likely event.

Game

Team A versus Team B, season 22-23.

Time Series

| Game time | Marker | Team A score | Team B score | Team A win probability | Team B win probability |
| --- | --- | --- | --- | --- | --- |
| 12:00-1st |  | 0 | 0 | 0.333 | 0.667 |
| 11:34-1st |  | 2 | 0 | 0.362 | 0.638 |
| 11:06-1st |  | 2 | 0 | 0.38 | 0.62 |
| 11:02-1st |  | 2 | 0 | 0.386 | 0.614 |
| 11:00-1st |  | 2 | 0 | 0.369 | 0.631 |
| 10:59-1st |  | 2 | 0 | 0.364 | 0.636 |
| 10:48-1st |  | 2 | 0 | 0.381 | 0.619 |
| 10:46-1st |  | 2 | 0 | 0.364 | 0.636 |
| 10:41-1st |  | 2 | 1 | 0.364 | 0.636 |
| 10:39-1st |  | 2 | 1 | 0.364 | 0.636 |
| 10:30-1st |  | 4 | 1 | 0.387 | 0.613 |
| 10:09-1st |  | 4 | 1 | 0.409 | 0.591 |
| 10:08-1st |  | 4 | 1 | 0.416 | 0.584 |
| 10:01-1st |  | 7 | 1 | 0.469 | 0.531 |
| 9:42-1st |  | 7 | 1 | 0.49 | 0.51 |
| 9:40-1st |  | 7 | 1 | 0.496 | 0.504 |
| 9:30-1st |  | 7 | 1 | 0.478 | 0.522 |
| 9:29-1st |  | 9 | 1 | 0.523 | 0.477 |
| 9:19-1st |  | 9 | 1 | 0.523 | 0.477 |
| 9:11-1st |  | 9 | 3 | 0.498 | 0.502 |
| 8:55-1st |  | 11 | 3 | 0.525 | 0.475 |
| 8:38-1st |  | 11 | 5 | 0.502 | 0.498 |
| 8:19-1st |  | 13 | 5 | 0.528 | 0.472 |
| 8:05-1st |  | 13 | 5 | 0.551 | 0.449 |
| 8:03-1st |  | 13 | 5 | 0.558 | 0.442 |
| 7:55-1st |  | 15 | 5 | 0.587 | 0.413 |
| 7:37-1st |  | 15 | 5 | 0.609 | 0.391 |
| 7:36-1st |  | 15 | 5 | 0.615 | 0.385 |
| 7:27-1st |  | 17 | 5 | 0.641 | 0.359 |
| 7:11-1st |  | 17 | 5 | 0.662 | 0.338 |
| 7:10-1st |  | 17 | 5 | 0.668 | 0.332 |
| 7:04-1st |  | 17 | 5 | 0.65 | 0.35 |
| 7:00-1st |  | 17 | 5 | 0.644 | 0.356 |
| 6:47-1st |  | 17 | 5 | 0.664 | 0.336 |
| 6:45-1st |  | 17 | 5 | 0.671 | 0.329 |
| 6:40-1st |  | 19 | 5 | 0.699 | 0.301 |
| 6:16-1st |  | 19 | 7 | 0.674 | 0.326 |
| 5:58-1st |  | 21 | 7 | 0.704 | 0.296 |
| 5:41-1st |  | 21 | 7 | 0.726 | 0.274 |
| 5:38-1st |  | 21 | 7 | 0.732 | 0.268 |
| 5:23-1st |  | 23 | 7 | 0.757 | 0.243 |
| 5:13-1st |  | 23 | 7 | 0.782 | 0.218 |
| 5:01-1st |  | 26 | 7 | 0.823 | 0.177 |
| 4:59-1st |  | 26 | 7 | 0.823 | 0.177 |
| 4:45-1st |  | 26 | 7 | 0.839 | 0.161 |
| 4:41-1st |  | 26 | 7 | 0.844 | 0.156 |
| 4:24-1st |  | 29 | 7 | 0.878 | 0.122 |
| 4:11-1st |  | 29 | 7 | 0.892 | 0.108 |
| 4:10-1st |  | 29 | 7 | 0.896 | 0.104 |
| 3:49-1st |  | 29 | 7 | 0.885 | 0.115 |
| 3:47-1st |  | 30 | 7 | 0.895 | 0.105 |
| 3:31-1st |  | 30 | 10 | 0.867 | 0.133 |
| 3:16-1st |  | 30 | 10 | 0.856 | 0.144 |
| 3:15-1st |  | 30 | 10 | 0.851 | 0.149 |
| 3:07-1st |  | 30 | 12 | 0.835 | 0.165 |
| 2:52-1st |  | 30 | 12 | 0.823 | 0.177 |
| 2:49-1st |  | 30 | 12 | 0.819 | 0.181 |
| 2:43-1st |  | 30 | 14 | 0.8 | 0.2 |
| 2:23-1st |  | 33 | 14 | 0.839 | 0.161 |
| 2:04-1st |  | 33 | 14 | 0.855 | 0.145 |
| 2:01-1st |  | 33 | 14 | 0.86 | 0.14 |
| 1:50-1st |  | 35 | 14 | 0.877 | 0.123 |
| 1:32-1st |  | 35 | 14 | 0.879 | 0.121 |
| 1:22-1st |  | 35 | 14 | 0.892 | 0.108 |
| 1:20-1st |  | 35 | 14 | 0.896 | 0.104 |
| 59.1-1st |  | 37 | 14 | 0.91 | 0.09 |
| 36.0-1st |  | 37 | 14 | 0.921 | 0.079 |
| 35.1-1st |  | 37 | 14 | 0.924 | 0.076 |
| 14.1-1st |  | 37 | 14 | 0.916 | 0.084 |
| 11.1-1st |  | 37 | 14 | 0.913 | 0.087 |
| 3.0-1st |  | 37 | 14 | 0.895 | 0.105 |
| 0.0-1st |  | 37 | 14 | 0.921 | 0.079 |
| 12:00-2nd |  | 37 | 14 | 0.921 | 0.079 |
| 11:43-2nd |  | 37 | 14 | 0.926 | 0.074 |
| 11:39-2nd |  | 37 | 14 | 0.93 | 0.07 |
| 11:21-2nd |  | 37 | 14 | 0.922 | 0.078 |
| 11:18-2nd |  | 37 | 14 | 0.919 | 0.081 |
| 11:12-2nd |  | 37 | 16 | 0.909 | 0.091 |
| 10:56-2nd |  | 39 | 16 | 0.921 | 0.079 |
| 10:40-2nd |  | 39 | 18 | 0.912 | 0.088 |
| 10:24-2nd |  | 39 | 18 | 0.899 | 0.101 |
| 10:23-2nd |  | 39 | 20 | 0.884 | 0.116 |
| 10:05-2nd |  | 39 | 20 | 0.87 | 0.13 |
| 10:02-2nd |  | 39 | 20 | 0.886 | 0.114 |
| 10:00-2nd |  | 42 | 20 | 0.913 | 0.087 |
| 9:45-2nd |  | 42 | 22 | 0.903 | 0.097 |
| 9:19-2nd |  | 42 | 22 | 0.893 | 0.107 |
| 9:18-2nd |  | 42 | 22 | 0.889 | 0.111 |
| 9:01-2nd |  | 42 | 22 | 0.903 | 0.097 |
| 8:57-2nd |  | 42 | 22 | 0.907 | 0.093 |
| 8:47-2nd |  | 44 | 22 | 0.919 | 0.081 |
| 8:35-2nd |  | 44 | 25 | 0.893 | 0.107 |
| 8:16-2nd |  | 44 | 25 | 0.879 | 0.121 |
| 7:58-2nd |  | 44 | 28 | 0.845 | 0.155 |
| 7:36-2nd |  | 47 | 28 | 0.883 | 0.117 |
| 7:18-2nd |  | 47 | 28 | 0.887 | 0.113 |
| 7:12-2nd |  | 47 | 28 | 0.898 | 0.102 |
| 7:11-2nd |  | 47 | 28 | 0.902 | 0.098 |
| 6:56-2nd |  | 47 | 28 | 0.892 | 0.108 |
| 6:54-2nd |  | 47 | 28 | 0.904 | 0.096 |
| 6:49-2nd |  | 47 | 28 | 0.893 | 0.107 |
| 6:48-2nd |  | 49 | 28 | 0.917 | 0.083 |
| 6:37-2nd |  | 49 | 30 | 0.906 | 0.094 |
| 6:17-2nd |  | 51 | 30 | 0.919 | 0.081 |
| 5:59-2nd |  | 51 | 30 | 0.934 | 0.066 |
| 5:50-2nd |  | 51 | 32 | 0.91 | 0.09 |
| 5:30-2nd |  | 51 | 32 | 0.901 | 0.099 |
| 5:27-2nd |  | 51 | 32 | 0.898 | 0.102 |
| 5:14-2nd |  | 51 | 34 | 0.885 | 0.115 |
| 5:12-2nd |  | 51 | 34 | 0.885 | 0.115 |
| 4:52-2nd |  | 51 | 34 | 0.872 | 0.128 |
| 4:49-2nd |  | 51 | 34 | 0.887 | 0.113 |
| 4:48-2nd |  | 51 | 34 | 0.872 | 0.128 |
| 4:45-2nd |  | 51 | 34 | 0.867 | 0.133 |
| 4:39-2nd |  | 51 | 36 | 0.851 | 0.149 |
| 4:19-2nd |  | 51 | 36 | 0.838 | 0.162 |
| 4:17-2nd |  | 51 | 36 | 0.833 | 0.167 |
| 4:11-2nd |  | 51 | 39 | 0.786 | 0.214 |
| 4:08-2nd |  | 51 | 39 | 0.786 | 0.214 |
| 3:50-2nd |  | 51 | 39 | 0.768 | 0.232 |
| 3:46-2nd |  | 51 | 39 | 0.762 | 0.238 |
| 3:41-2nd |  | 51 | 39 | 0.79 | 0.21 |
| 3:26-2nd |  | 54 | 39 | 0.839 | 0.161 |
| 3:15-2nd |  | 54 | 39 | 0.856 | 0.144 |
| 3:13-2nd |  | 54 | 39 | 0.84 | 0.16 |
| 3:11-2nd |  | 54 | 39 | 0.862 | 0.138 |
| 3:00-2nd |  | 56 | 39 | 0.879 | 0.121 |
| 2:44-2nd |  | 56 | 41 | 0.865 | 0.135 |
| 2:24-2nd |  | 58 | 41 | 0.883 | 0.117 |
| 1:59-2nd |  | 58 | 41 | 0.905 | 0.095 |
| 1:49-2nd |  | 58 | 41 | 0.923 | 0.077 |
| 1:41-2nd |  | 58 | 41 | 0.892 | 0.108 |
| 1:40-2nd |  | 61 | 41 | 0.933 | 0.067 |
| 1:25-2nd |  | 61 | 41 | 0.943 | 0.057 |
| 1:14-2nd |  | 63 | 41 | 0.954 | 0.046 |
| 55.0-2nd |  | 63 | 41 | 0.961 | 0.039 |
| 54.0-2nd |  | 63 | 41 | 0.963 | 0.037 |
| 46.1-2nd |  | 63 | 41 | 0.958 | 0.042 |
| 44.1-2nd |  | 63 | 41 | 0.963 | 0.037 |
| 42.1-2nd |  | 63 | 41 | 0.958 | 0.042 |
| 40.1-2nd |  | 63 | 41 | 0.957 | 0.043 |
| 30.0-2nd |  | 63 | 41 | 0.962 | 0.038 |
| 28.0-2nd |  | 63 | 41 | 0.964 | 0.036 |
| 22.2-2nd |  | 63 | 41 | 0.959 | 0.041 |
| 20.0-2nd |  | 63 | 41 | 0.957 | 0.043 |
| 1.1-2nd |  | 63 | 44 | 0.941 | 0.059 |
| 0.0-2nd |  | 63 | 44 | 0.934 | 0.066 |
| 12:00-3rd |  | 63 | 44 | 0.934 | 0.066 |
| 11:52-3rd |  | 63 | 47 | 0.902 | 0.098 |
| 11:33-3rd |  | 65 | 47 | 0.919 | 0.081 |
| 11:13-3rd |  | 65 | 49 | 0.906 | 0.094 |
| 10:49-3rd |  | 68 | 49 | 0.937 | 0.063 |
| 10:37-3rd |  | 68 | 49 | 0.947 | 0.053 |
| 10:35-3rd |  | 68 | 49 | 0.95 | 0.05 |
| 10:25-3rd |  | 68 | 49 | 0.939 | 0.061 |
| 10:10-3rd |  | 68 | 51 | 0.931 | 0.069 |
| 9:43-3rd |  | 68 | 51 | 0.921 | 0.079 |
| 9:41-3rd |  | 68 | 51 | 0.917 | 0.083 |
| 9:31-3rd |  | 68 | 52 | 0.919 | 0.081 |
| 9:12-3rd |  | 68 | 52 | 0.91 | 0.09 |
| 9:10-3rd |  | 68 | 52 | 0.91 | 0.09 |
| 9:07-3rd |  | 68 | 52 | 0.906 | 0.094 |
| 8:56-3rd |  | 68 | 54 | 0.889 | 0.111 |
| 8:43-3rd |  | 68 | 54 | 0.875 | 0.125 |
| 8:41-3rd |  | 68 | 54 | 0.87 | 0.13 |
| 8:35-3rd |  | 68 | 56 | 0.85 | 0.15 |
| 8:18-3rd |  | 71 | 56 | 0.895 | 0.105 |
| 8:08-3rd |  | 71 | 56 | 0.915 | 0.085 |
| 7:57-3rd |  | 71 | 56 | 0.914 | 0.086 |
| 7:47-3rd |  | 71 | 56 | 0.903 | 0.097 |
| 7:44-3rd |  | 71 | 56 | 0.9 | 0.1 |
| 7:40-3rd |  | 71 | 59 | 0.859 | 0.141 |
| 7:16-3rd |  | 73 | 59 | 0.884 | 0.116 |
| 6:59-3rd |  | 73 | 59 | 0.906 | 0.094 |
| 6:55-3rd |  | 73 | 59 | 0.892 | 0.108 |
| 6:53-3rd |  | 73 | 59 | 0.907 | 0.093 |
| 6:52-3rd |  | 76 | 59 | 0.937 | 0.063 |
| 6:39-3rd |  | 76 | 61 | 0.924 | 0.076 |
| 6:27-3rd |  | 76 | 61 | 0.914 | 0.086 |
| 6:24-3rd |  | 76 | 61 | 0.911 | 0.089 |
| 6:02-3rd |  | 76 | 63 | 0.897 | 0.103 |
| 5:40-3rd |  | 76 | 63 | 0.882 | 0.118 |
| 5:38-3rd |  | 76 | 63 | 0.877 | 0.123 |
| 5:28-3rd |  | 76 | 63 | 0.896 | 0.104 |
| 5:25-3rd |  | 76 | 63 | 0.903 | 0.097 |
| 5:12-3rd |  | 78 | 63 | 0.92 | 0.08 |
| 4:52-3rd |  | 78 | 65 | 0.907 | 0.093 |
| 4:39-3rd |  | 80 | 65 | 0.924 | 0.076 |
| 4:21-3rd |  | 80 | 67 | 0.911 | 0.089 |
| 4:05-3rd |  | 82 | 67 | 0.928 | 0.072 |
| 3:50-3rd |  | 82 | 69 | 0.914 | 0.086 |
| 3:29-3rd |  | 82 | 69 | 0.901 | 0.099 |
| 3:26-3rd |  | 82 | 69 | 0.896 | 0.104 |
| 3:13-3rd |  | 82 | 71 | 0.879 | 0.121 |
| 2:56-3rd |  | 85 | 71 | 0.921 | 0.079 |
| 2:38-3rd |  | 85 | 73 | 0.905 | 0.095 |
| 2:20-3rd |  | 85 | 73 | 0.887 | 0.113 |
| 2:02-3rd |  | 85 | 73 | 0.906 | 0.094 |
| 2:00-3rd |  | 85 | 73 | 0.912 | 0.088 |
| 1:48-3rd |  | 85 | 73 | 0.898 | 0.102 |
| 1:42-3rd |  | 85 | 73 | 0.894 | 0.106 |
| 1:34-3rd |  | 85 | 75 | 0.872 | 0.128 |
| 1:16-3rd |  | 85 | 75 | 0.848 | 0.152 |
| 1:12-3rd |  | 85 | 77 | 0.819 | 0.181 |
| 59.1-3rd |  | 85 | 77 | 0.796 | 0.204 |
| 57.1-3rd |  | 85 | 77 | 0.788 | 0.212 |
| 45.0-3rd |  | 85 | 79 | 0.755 | 0.245 |
| 36.2-3rd |  | 88 | 79 | 0.824 | 0.176 |
| 32.1-3rd |  | 88 | 81 | 0.793 | 0.207 |
| 13.1-3rd |  | 88 | 81 | 0.768 | 0.232 |
| 11.1-3rd |  | 88 | 81 | 0.759 | 0.241 |
| 0.1-3rd |  | 88 | 83 | 0.723 | 0.277 |
| 0.0-3rd |  | 88 | 83 | 0.697 | 0.303 |
| 12:00-4th |  | 88 | 83 | 0.697 | 0.303 |
| 11:40-4th |  | 88 | 83 | 0.69 | 0.31 |
| 11:35-4th |  | 88 | 83 | 0.73 | 0.27 |
| 11:22-4th |  | 90 | 83 | 0.771 | 0.229 |
| 10:59-4th |  | 90 | 84 | 0.772 | 0.228 |
| 10:41-4th |  | 90 | 84 | 0.734 | 0.266 |
