Task

Reconstruct the missing event in this basketball game. Use the available numerical time-series evidence around the marked row to select the most likely event.

Game

Team A versus Team B, season 22-23.

Time Series

| Game time | Marker | Team A score | Team B score | Team A win probability | Team B win probability |
| --- | --- | --- | --- | --- | --- |
| 12:00-1st |  | 0 | 0 | 0.806 | 0.194 |
| 11:40-1st | TARGET | 3 | 0 | 0.835 | 0.165 |
| 11:15-1st |  | 3 | 2 | 0.823 | 0.177 |
| 11:08-1st |  | 6 | 2 | 0.846 | 0.154 |
| 10:50-1st |  | 6 | 2 | 0.86 | 0.14 |
| 10:47-1st |  | 6 | 2 | 0.849 | 0.151 |
| 10:44-1st |  | 6 | 2 | 0.845 | 0.155 |
| 10:40-1st |  | 6 | 2 | 0.856 | 0.144 |
| 10:39-1st |  | 6 | 2 | 0.86 | 0.14 |
| 10:35-1st |  | 8 | 2 | 0.873 | 0.127 |
| 10:24-1st |  | 8 | 2 | 0.88 | 0.12 |
| 10:22-1st |  | 8 | 2 | 0.883 | 0.117 |
| 10:19-1st |  | 10 | 2 | 0.893 | 0.107 |
| 10:08-1st |  | 10 | 4 | 0.881 | 0.119 |
| 10:01-1st |  | 13 | 4 | 0.902 | 0.098 |
| 9:48-1st |  | 13 | 4 | 0.911 | 0.089 |
| 9:41-1st |  | 13 | 4 | 0.903 | 0.097 |
| 9:38-1st |  | 13 | 4 | 0.901 | 0.099 |
| 9:35-1st |  | 13 | 6 | 0.891 | 0.109 |
| 9:25-1st |  | 16 | 6 | 0.91 | 0.09 |
| 9:23-1st |  | 16 | 6 | 0.91 | 0.09 |
| 9:08-1st |  | 16 | 8 | 0.9 | 0.1 |
| 8:53-1st |  | 16 | 8 | 0.892 | 0.108 |
| 8:52-1st |  | 16 | 8 | 0.889 | 0.111 |
| 8:48-1st |  | 16 | 11 | 0.867 | 0.133 |
| 8:36-1st |  | 16 | 11 | 0.853 | 0.147 |
| 8:20-1st |  | 16 | 11 | 0.862 | 0.138 |
| 8:19-1st |  | 16 | 11 | 0.865 | 0.135 |
| 8:05-1st |  | 18 | 11 | 0.877 | 0.123 |
| 7:52-1st |  | 18 | 14 | 0.851 | 0.149 |
| 7:41-1st |  | 20 | 14 | 0.863 | 0.137 |
| 7:28-1st |  | 20 | 14 | 0.872 | 0.128 |
| 7:27-1st |  | 20 | 14 | 0.875 | 0.125 |
| 7:20-1st |  | 23 | 14 | 0.897 | 0.103 |
| 7:08-1st |  | 23 | 14 | 0.904 | 0.096 |
| 7:07-1st |  | 23 | 14 | 0.907 | 0.093 |
| 6:59-1st |  | 23 | 14 | 0.896 | 0.104 |
| 6:45-1st |  | 23 | 16 | 0.886 | 0.114 |
| 6:33-1st |  | 26 | 16 | 0.906 | 0.094 |
| 6:15-1st |  | 26 | 16 | 0.913 | 0.087 |
| 6:13-1st |  | 26 | 18 | 0.896 | 0.104 |
| 6:04-1st |  | 28 | 18 | 0.905 | 0.095 |
| 5:55-1st |  | 28 | 18 | 0.912 | 0.088 |
| 5:53-1st |  | 28 | 18 | 0.915 | 0.085 |
| 5:46-1st |  | 28 | 18 | 0.907 | 0.093 |
| 5:44-1st |  | 28 | 18 | 0.905 | 0.095 |
| 5:36-1st |  | 28 | 18 | 0.912 | 0.088 |
| 5:34-1st |  | 28 | 18 | 0.915 | 0.085 |
| 5:29-1st |  | 30 | 18 | 0.922 | 0.078 |
| 5:12-1st |  | 30 | 21 | 0.904 | 0.096 |
| 5:11-1st |  | 30 | 21 | 0.904 | 0.096 |
| 4:57-1st |  | 32 | 21 | 0.913 | 0.087 |
| 4:38-1st |  | 32 | 23 | 0.903 | 0.097 |
| 4:22-1st |  | 35 | 23 | 0.921 | 0.079 |
| 4:18-1st |  | 35 | 23 | 0.93 | 0.07 |
| 4:15-1st |  | 35 | 23 | 0.923 | 0.077 |
| 4:14-1st |  | 35 | 23 | 0.93 | 0.07 |
| 4:13-1st |  | 38 | 23 | 0.944 | 0.056 |
| 3:56-1st |  | 38 | 23 | 0.949 | 0.051 |
| 3:53-1st |  | 38 | 23 | 0.951 | 0.049 |
| 3:51-1st |  | 38 | 23 | 0.946 | 0.054 |
| 3:48-1st |  | 38 | 23 | 0.944 | 0.056 |
| 3:39-1st |  | 38 | 23 | 0.951 | 0.049 |
| 3:34-1st |  | 41 | 23 | 0.962 | 0.038 |
| 3:13-1st |  | 41 | 23 | 0.965 | 0.035 |
| 3:11-1st |  | 41 | 23 | 0.966 | 0.034 |
| 3:05-1st |  | 41 | 23 | 0.963 | 0.037 |
| 3:03-1st |  | 41 | 23 | 0.962 | 0.038 |
| 2:58-1st |  | 41 | 23 | 0.966 | 0.034 |
| 2:48-1st |  | 41 | 23 | 0.966 | 0.034 |
| 2:47-1st |  | 44 | 23 | 0.974 | 0.026 |
| 2:33-1st |  | 44 | 23 | 0.977 | 0.023 |
| 2:32-1st |  | 44 | 23 | 0.978 | 0.022 |
| 2:17-1st |  | 44 | 23 | 0.975 | 0.025 |
| 2:15-1st |  | 44 | 23 | 0.978 | 0.022 |
| 2:07-1st |  | 46 | 23 | 0.981 | 0.019 |
| 1:54-1st |  | 46 | 23 | 0.976 | 0.024 |
| 1:46-1st |  | 46 | 25 | 0.978 | 0.022 |
