Task

Reconstruct the missing event in this basketball game. Use the available numerical time-series evidence around the marked row to select the most likely event.

Game

Team A versus Team B, season 22-23.

Time Series

| Game time | Marker | Team A score | Team B score | Team A win probability | Team B win probability |
| --- | --- | --- | --- | --- | --- |
| 12:00-1st |  | 0 | 0 | 0.447 | 0.553 |
| 11:41-1st |  | 0 | 0 | 0.467 | 0.533 |
| 11:28-1st |  | 3 | 0 | 0.52 | 0.48 |
| 11:05-1st |  | 3 | 3 | 0.468 | 0.532 |
| 10:43-1st |  | 3 | 3 | 0.448 | 0.552 |
| 10:27-1st |  | 3 | 3 | 0.448 | 0.552 |
| 10:11-1st |  | 3 | 3 | 0.465 | 0.535 |
| 10:08-1st |  | 3 | 3 | 0.471 | 0.529 |
| 10:01-1st |  | 6 | 3 | 0.522 | 0.478 |
| 9:45-1st |  | 6 | 3 | 0.543 | 0.457 |
| 9:41-1st |  | 6 | 3 | 0.55 | 0.45 |
| 9:38-1st |  | 8 | 3 | 0.574 | 0.426 |
| 9:24-1st |  | 8 | 3 | 0.577 | 0.423 |
| 9:11-1st |  | 8 | 3 | 0.595 | 0.405 |
| 9:07-1st |  | 8 | 3 | 0.601 | 0.399 |
| 9:04-1st |  | 8 | 3 | 0.576 | 0.424 |
| 8:57-1st |  | 8 | 3 | 0.595 | 0.405 |
| 8:53-1st |  | 8 | 3 | 0.602 | 0.398 |
| 8:50-1st |  | 8 | 3 | 0.583 | 0.417 |
| 8:46-1st |  | 8 | 3 | 0.577 | 0.423 |
| 8:39-1st |  | 8 | 5 | 0.552 | 0.448 |
| 8:17-1st |  | 11 | 5 | 0.605 | 0.395 |
| 7:54-1st |  | 11 | 5 | 0.624 | 0.376 |
| 7:51-1st |  | 11 | 5 | 0.606 | 0.394 |
| 7:49-1st |  | 11 | 7 | 0.578 | 0.422 |
| 7:38-1st |  | 11 | 7 | 0.579 | 0.421 |
| 7:33-1st |  | 13 | 7 | 0.605 | 0.395 |
| 7:17-1st |  | 13 | 7 | 0.626 | 0.374 |
| 7:13-1st |  | 13 | 7 | 0.606 | 0.394 |
| 7:04-1st |  | 13 | 7 | 0.626 | 0.374 |
| 7:02-1st |  | 13 | 7 | 0.633 | 0.367 |
| 6:55-1st |  | 13 | 7 | 0.607 | 0.393 |
| 6:32-1st |  | 13 | 9 | 0.581 | 0.419 |
| 6:13-1st |  | 13 | 9 | 0.562 | 0.438 |
| 6:10-1st |  | 13 | 9 | 0.556 | 0.444 |
| 6:01-1st |  | 13 | 9 | 0.576 | 0.424 |
| 5:58-1st |  | 13 | 9 | 0.582 | 0.418 |
| 5:52-1st |  | 13 | 9 | 0.563 | 0.437 |
| 5:49-1st |  | 13 | 9 | 0.556 | 0.444 |
| 5:38-1st |  | 13 | 9 | 0.577 | 0.423 |
| 5:35-1st |  | 13 | 9 | 0.583 | 0.417 |
| 5:31-1st |  | 13 | 9 | 0.586 | 0.414 |
| 5:17-1st |  | 16 | 9 | 0.636 | 0.364 |
| 5:06-1st |  | 16 | 11 | 0.614 | 0.386 |
| 4:44-1st |  | 19 | 11 | 0.664 | 0.336 |
| 4:29-1st |  | 19 | 13 | 0.641 | 0.359 |
