Task

Reconstruct the missing event in this basketball game. Use the available numerical time-series evidence around the marked row to select the most likely event.

Game

Team A versus Team B, season 22-23.

Time Series

| Game time | Marker | Team A score | Team B score | Team A win probability | Team B win probability |
| --- | --- | --- | --- | --- | --- |
| 12:00-1st |  | 0.0 | 0.0 | 0.653 | 0.347 |
| 11:47-1st |  | 0.0 | 0.0 | 0.639 | 0.361 |
| 11:43-1st |  | 0.0 | 0.0 | 0.634 | 0.366 |
| 11:27-1st |  | 0.0 | 0.0 | 0.647 | 0.353 |
| 11:24-1st |  | 0.0 | 2.0 | 0.605 | 0.395 |
| 11:13-1st |  | 2.0 | 2.0 | 0.633 | 0.367 |
| 11:05-1st |  | 2.0 | 2.0 | 0.646 | 0.354 |
| 11:03-1st |  | 2.0 | 2.0 | 0.651 | 0.349 |
| 10:56-1st | TARGET | 5.0 | 2.0 | 0.697 | 0.303 |
| 10:34-1st |  | 5.0 | 4.0 | 0.679 | 0.321 |
| 10:16-1st |  | 8.0 | 4.0 | 0.716 | 0.284 |
| 10:00-1st |  | 8.0 | 4.0 | 0.739 | 0.261 |
| 9:42-1st |  | 8.0 | 4.0 | 0.721 | 0.279 |
| 9:38-1st |  | 8.0 | 4.0 | 0.738 | 0.262 |
| 9:36-1st |  | 8.0 | 4.0 | 0.715 | 0.285 |
| 9:23-1st |  | 8.0 | 4.0 | 0.732 | 0.268 |
| 9:19-1st |  | 8.0 | 4.0 | 0.737 | 0.263 |
| 9:12-1st |  | 10.0 | 4.0 | 0.758 | 0.242 |
| 9:01-1st |  | 10.0 | 7.0 | 0.716 | 0.284 |
| 8:46-1st |  | 13.0 | 7.0 | 0.757 | 0.243 |
| 8:41-1st |  | 13.0 | 9.0 | 0.736 | 0.264 |
| 8:31-1st |  | 13.0 | 9.0 | 0.719 | 0.281 |
| 8:30-1st |  | 13.0 | 9.0 | 0.713 | 0.287 |
| 8:23-1st |  | 13.0 | 9.0 | 0.73 | 0.27 |
| 8:20-1st |  | 13.0 | 9.0 | 0.735 | 0.265 |
| 8:12-1st |  | 13.0 | 9.0 | 0.718 | 0.282 |
| 8:08-1st |  | 13.0 | 9.0 | 0.712 | 0.288 |
| 8:04-1st |  | 13.0 | 11.0 | 0.693 | 0.307 |
| 7:47-1st |  | 14.0 | 11.0 | 0.692 | 0.308 |
| 7:36-1st |  | 14.0 | 11.0 | 0.708 | 0.292 |
| 7:34-1st |  | 14.0 | 11.0 | 0.713 | 0.287 |
| 7:27-1st |  | 16.0 | 11.0 | 0.733 | 0.267 |
| 7:22-1st |  | 16.0 | 11.0 | 0.733 | 0.267 |
| 7:07-1st |  | 16.0 | 11.0 | 0.749 | 0.251 |
| 7:05-1st |  | 16.0 | 11.0 | 0.755 | 0.245 |
| 6:52-1st |  | 16.0 | 11.0 | 0.738 | 0.262 |
| 6:49-1st |  | 16.0 | 11.0 | 0.733 | 0.267 |
| 6:40-1st |  | 16.0 | 11.0 | 0.732 | 0.268 |
| 6:33-1st |  | 16.0 | 14.0 | 0.689 | 0.311 |
| 6:17-1st |  | 16.0 | 14.0 | 0.689 | 0.311 |
| 6:10-1st |  | 19.0 | 14.0 | 0.732 | 0.268 |
| 5:50-1st |  | 19.0 | 16.0 | 0.711 | 0.289 |
| 5:46-1st |  | 19.0 | 16.0 | 0.688 | 0.312 |
| 5:43-1st |  | 19.0 | 16.0 | 0.705 | 0.295 |
| 5:39-1st |  | 19.0 | 16.0 | 0.71 | 0.29 |
| 5:29-1st |  | 22.0 | 16.0 | 0.753 | 0.247 |
| 5:22-1st |  | 22.0 | 19.0 | 0.71 | 0.29 |
| 5:08-1st |  | 22.0 | 19.0 | 0.692 | 0.308 |
| 5:05-1st |  | 22.0 | 19.0 | 0.709 | 0.291 |
| 5:02-1st |  | 25.0 | 19.0 | 0.752 | 0.248 |
| 4:43-1st |  | 25.0 | 22.0 | 0.709 | 0.291 |
| 4:32-1st |  | 28.0 | 22.0 | 0.752 | 0.248 |
| 4:18-1st |  | 28.0 | 22.0 | 0.767 | 0.233 |
| 4:14-1st |  | 28.0 | 22.0 | 0.752 | 0.248 |
| 4:11-1st |  | 28.0 | 25.0 | 0.708 | 0.292 |
| 3:57-1st |  | 30.0 | 25.0 | 0.729 | 0.271 |
| 3:41-1st |  | 30.0 | 25.0 | 0.747 | 0.253 |
| 3:39-1st |  | 30.0 | 25.0 | 0.752 | 0.248 |
| 3:30-1st |  | 30.0 | 25.0 | 0.735 | 0.265 |
| 3:26-1st |  | 30.0 | 25.0 | 0.729 | 0.271 |
| 3:18-1st |  | 30.0 | 27.0 | 0.706 | 0.294 |
| 3:11-1st |  | 30.0 | 27.0 | 0.706 | 0.294 |
| 3:03-1st |  | 30.0 | 27.0 | 0.689 | 0.311 |
| 2:59-1st |  | 30.0 | 27.0 | 0.683 | 0.317 |
| 2:43-1st |  | 30.0 | 27.0 | 0.705 | 0.295 |
| 2:33-1st |  | 33.0 | 27.0 | 0.75 | 0.25 |
| 2:20-1st |  | 33.0 | 27.0 | 0.766 | 0.234 |
| 2:17-1st |  | 33.0 | 27.0 | 0.771 | 0.229 |
| 2:07-1st |  | 35.0 | 27.0 | 0.79 | 0.21 |
| 1:52-1st |  | 35.0 | 27.0 | 0.805 | 0.195 |
| 1:50-1st |  | 35.0 | 27.0 | 0.81 | 0.19 |
| 1:48-1st |  | 35.0 | 27.0 | 0.795 | 0.205 |
| 1:44-1st |  | 35.0 | 27.0 | 0.81 | 0.19 |
| 1:40-1st |  | 38.0 | 27.0 | 0.845 | 0.155 |
| 1:24-1st |  | 38.0 | 30.0 | 0.81 | 0.19 |
| 1:05-1st |  | 38.0 | 30.0 | 0.795 | 0.205 |
| 1:02-1st |  | 38.0 | 30.0 | 0.81 | 0.19 |
