Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Play | Team A score | Team B score | Win prob (A) | Win prob (B)
Player 4 (Team A) vs. Player 3 (Team B) (Player 17 (Team B) gains possession) | 0 | 0 | 0.428 | 0.572
Player 1 (Team B) misses 19-foot pullup jump shot | 0 | 0 | 0.443 | 0.557
Player 4 (Team B) defensive rebound | 0 | 0 | 0.448 | 0.552
Player 4 (Team B) makes 26-foot three point jumper (Player 4 (Team A) assists) | 3 | 0 | 0.501 | 0.499
Player 5 (Team B) misses 15-foot pullup jump shot | 3 | 0 | 0.522 | 0.478
Player 7 (Team B) offensive rebound | 3 | 0 | 0.501 | 0.499
Player 7 (Team B) misses 25-foot step back jumpshot | 3 | 0 | 0.523 | 0.477
Player 4 (Team A) defensive rebound | 3 | 0 | 0.53 | 0.47
Player 6 (Team A) makes 23-foot pullup jump shot | 5 | 0 | 0.553 | 0.447
Player 7 (Team B) misses two point shot | 5 | 0 | 0.573 | 0.427
Player 4 (Team A) defensive rebound | 5 | 0 | 0.579 | 0.421
Player 6 (Team A) misses 25-foot three point shot / Player 6 (Team A) offensive rebound | 5 | 0 | 0.579 | 0.421
Player 4 (Team A) misses layup | 5 | 0 | 0.561 | 0.439
Player 7 (Team B) defensive rebound | 5 | 0 | 0.555 | 0.445
Player 17 (Team B) makes 23-foot three point shot (Player 1 (Team B) assists) | 5 | 3 | 0.504 | 0.496
Player 17 (Team B) blocks Player 2 (Team A) 's 25-foot step back jumpshot | 5 | 3 | 0.486 | 0.514
Player 8 (Team A) misses 13-foot jumper / Player 8 (Team A) offensive rebound | 5 | 3 | 0.505 | 0.495
Player 3 (Team B) defensive rebound | 5 | 3 | 0.48 | 0.52
Player 3 (Team B) makes 2-foot dunk (Player 7 (Team B) assists) | 5 | 5 | 0.452 | 0.548
Player 2 (Team A) makes 24-foot three point jumper (Player 4 (Team B) assists) | 8 | 5 | 0.506 | 0.494
Player 1 (Team B) misses 25-foot three point pullup jump shot | 8 | 5 | 0.527 | 0.473
Player 4 (Team A) defensive rebound | 8 | 5 | 0.535 | 0.465
Player 4 (Team B) misses 26-foot three point pullup jump shot | 8 | 5 | 0.514 | 0.486
Player 1 (Team B) defensive rebound | 8 | 5 | 0.506 | 0.494
Player 17 (Team B) makes 25-foot three pointer | 8 | 8 | 0.453 | 0.547
Player 4 (Team B) makes 25-foot three point jumper (Player 4 (Team A) assists) | 11 | 8 | 0.507 | 0.493
Player 5 (Team B) misses 11-foot two point shot / Player 5 (Team B) offensive rebound | 11 | 8 | 0.508 | 0.492
Player 5 (Team B) makes 22-foot three point jumper (Player 17 (Team B) assists) | 11 | 11 | 0.454 | 0.546
Player 2 (Team A) misses 24-foot three point pullup jump shot | 11 | 11 | 0.439 | 0.561
Player 7 (Team B) defensive rebound | 11 | 11 | 0.433 | 0.567
Player 1 (Team B) misses 25-foot three point shot | 11 | 11 | 0.45 | 0.55
Player 4 (Team A) defensive rebound | 11 | 11 | 0.455 | 0.545
Player 5 (Team B) personal foul / Player 6 (Team B) enters the game for Player 3 (Team B) | 11 | 11 | 0.456 | 0.544
Player 6 (Team A) lost ball turnover (Player 1 (Team B) steals) | 11 | 11 | 0.431 | 0.569
Player 1 (Team B) makes 2-foot dunk | 11 | 13 | 0.406 | 0.594
Team A Full timeout / Player 12 (Team A) enters the game for Player 4 (Team B) / Player 3 (Team A) enters the game for Player 4 (Team A) | 11 | 13 | 0.406 | 0.594
Player 6 (Team A) misses 25-foot three point jumper | 11 | 13 | 0.386 | 0.614
Player 1 (Team B) defensive rebound | 11 | 13 | 0.379 | 0.621
Player 6 (Team B) makes 25-foot three point jumper (Player 7 (Team B) assists) | 11 | 16 | 0.333 | 0.667
Player 8 (Team A) lost ball turnover (Player 1 (Team B) steals) | 11 | 16 | 0.307 | 0.693
Player 5 (Team B) misses three point shot | 11 | 16 | 0.327 | 0.673
Player 6 (Team B) offensive rebound | 11 | 16 | 0.307 | 0.693
Player 7 (Team B) misses driving layup | 11 | 16 | 0.327 | 0.673
Player 6 (Team B) offensive rebound | 11 | 16 | 0.307 | 0.693
Player 6 (Team B) makes two point shot | 11 | 18 | 0.284 | 0.716
Player 3 (Team A) makes driving layup | 13 | 18 | 0.307 | 0.693
Player 1 (Team B) misses driving layup | 13 | 18 | 0.327 | 0.673
Player 3 (Team A) defensive rebound | 13 | 18 | 0.333 | 0.667
Player 12 (Team A) makes 23-foot three point shot (Player 6 (Team A) assists) | 16 | 18 | 0.38 | 0.62
Player 6 (Team B) offensive foul / Player 6 (Team B) turnover / Player 9 (Team B) enters the game for Player 7 (Team B) / Player 10 (Team A) enters the game for Player 6 (Team A) | 16 | 18 | 0.408 | 0.592
Player 3 (Team A) makes 6-foot driving floating jump shot | 18 | 18 | 0.434 | 0.566
Player 9 (Team B) makes 9-foot two point shot (Player 17 (Team B) assists) | 18 | 20 | 0.409 | 0.591
Player 10 (Team A) misses 22-foot three point jumper | 18 | 20 | 0.388 | 0.612
Player 9 (Team B) defensive rebound | 18 | 20 | 0.381 | 0.619
Player 5 (Team B) misses two point shot | 18 | 20 | 0.402 | 0.598
Player 5 (Team B) offensive rebound | 18 | 20 | 0.381 | 0.619
Player 17 (Team B) makes 22-foot three point jumper (Player 5 (Team B) assists) | 18 | 23 | 0.334 | 0.666
Player 11 (Team B) enters the game for Player 17 (Team B) / Player 10 (Team B) enters the game for Player 5 (Team B) / Player 8 (Team A) vs. Player 9 (Team B) (Player 11 (Team B) gains possession) / Player 8 (Team A) lost ball turnover (Player 9 (Team B) steals) | 18 | 23 | 0.305 | 0.695
Player 12 (Team A) blocks Player 11 (Team B) 's 3-foot two point shot | 18 | 23 | 0.326 | 0.674
Player 3 (Team A) defensive rebound | 18 | 23 | 0.333 | 0.667
Player 6 (Team B) shooting foul / Team B Full timeout / Player 4 (Team A) enters the game for Player 2 (Team A) / Player 4 (Team B) enters the game for Player 8 (Team A) / Player 3 (Team A) makes free throw 1 of 2 / Player 3 (Team A) makes free throw 2 of 2 | 20 | 23 | 0.355 | 0.645
Player 6 (Team B) misses 24-foot three point jumper | 20 | 23 | 0.374 | 0.626
Player 10 (Team A) defensive rebound | 20 | 23 | 0.38 | 0.62
Player 3 (Team A) makes layup (Player 10 (Team A) assists) / Player 6 (Team B) defensive goaltending violation | 22 | 23 | 0.409 | 0.591
Player 1 (Team B) misses 13-foot pullup jump shot | 22 | 23 | 0.43 | 0.57
Team B offensive team rebound / Player 17 (Team B) enters the game for Player 1 (Team B) | 22 | 23 | 0.41 | 0.59
Player 9 (Team B) misses 24-foot three point jumper | 22 | 23 | 0.43 | 0.57
Player 4 (Team A) defensive rebound | 22 | 23 | 0.437 | 0.563
Player 12 (Team A) makes 22-foot three point jumper (Player 3 (Team A) assists) | 25 | 23 | 0.491 | 0.509
Player 17 (Team B) misses driving floating jump shot | 25 | 23 | 0.515 | 0.485
Player 17 (Team B) offensive rebound / Player 3 (Team A) shooting foul / Player 17 (Team B) makes free throw 1 of 2 / Player 17 (Team B) makes free throw 2 of 2 | 25 | 25 | 0.467 | 0.533
Player 12 (Team A) out of bounds bad pass turnover | 25 | 25 | 0.438 | 0.562
Player 17 (Team B) misses 25-foot three point pullup jump shot | 25 | 25 | 0.46 | 0.54
Player 4 (Team A) defensive rebound | 25 | 25 | 0.467 | 0.533
Player 3 (Team A) out of bounds bad pass turnover | 25 | 25 | 0.439 | 0.561
Player 3 (Team A) shooting foul / Player 17 (Team B) makes free throw 1 of 2 / Player 17 (Team B) makes free throw 2 of 2 | 25 | 27 | 0.41 | 0.59
Player 10 (Team A) misses driving layup | 25 | 27 | 0.39 | 0.61
Player 4 (Team A) offensive rebound / Player 4 (Team A) makes tip shot | 27 | 27 | 0.437 | 0.563
Player 17 (Team B) back court turnover / Player 2 (Team A) enters the game for Player 4 (Team A) | 27 | 27 | 0.466 | 0.534
Player 17 (Team B) personal take foul | 27 | 27 | 0.513 | 0.487
Player 2 (Team A) misses 30-foot three point pullup jump shot / Team A offensive team rebound | 27 | 27 | 0.464 | 0.536
End of the 1st Quarter | 27 | 27 | 0.453 | 0.547
Player 13 (Team B) enters the game for Player 6 (Team B) / Player 9 (Team A) enters the game for Player 3 (Team A) / Player 4 (Team A) enters the game for Player 2 (Team A) | 27 | 27 | 0.453 | 0.547
Player 10 (Team A) misses three point jumper | 27 | 27 | 0.447 | 0.553
Player 11 (Team B) defensive rebound | 27 | 27 | 0.439 | 0.561
Player 10 (Team B) makes 25-foot three pointer | 27 | 30 | 0.385 | 0.615
Player 4 (Team B) makes 7-foot two point shot | 29 | 30 | 0.409 | 0.591
Player 11 (Team B) makes driving layup (Player 13 (Team B) assists) | 29 | 32 | 0.385 | 0.615
Player 4 (Team A) makes 2-foot dunk (Player 4 (Team B) assists) | 31 | 32 | 0.409 | 0.591
Player 4 (Team A) blocks Player 10 (Team B) 's 2-foot layup | 31 | 32 | 0.435 | 0.565
Player 4 (Team B) defensive rebound | 31 | 32 | 0.443 | 0.557
Player 9 (Team B) blocks Player 9 (Team A)'s two point shot | 31 | 32 | 0.418 | 0.582
Player 6 (Team A) enters the game for Player 10 (Team A) / Team A offensive team rebound | 31 | 32 | 0.443 | 0.557
Player 9 (Team A) misses two point shot | 31 | 32 | 0.418 | 0.582
Player 11 (Team B) defensive rebound | 31 | 32 | 0.41 | 0.59
Player 9 (Team B) makes 23-foot three point shot (Player 17 (Team B) assists) | 31 | 35 | 0.354 | 0.646
Player 6 (Team A) bad pass (Player 13 (Team B) steals) | 31 | 35 | 0.326 | 0.674
Player 13 (Team B) misses 25-foot three point jumper | 31 | 35 | 0.347 | 0.653
Player 4 (Team B) defensive rebound | 31 | 35 | 0.354 | 0.646
Player 9 (Team A) makes 26-foot three point jumper (Player 4 (Team B) assists) | 34 | 35 | 0.41 | 0.59
Player 9 (Team B) makes 25-foot three point jumper (Player 11 (Team B) assists) | 34 | 38 | 0.354 | 0.646
Team A Full timeout / Player 7 (Team B) enters the game for Player 17 (Team B) / Player 3 (Team A) enters the game for Player 4 (Team B) | 34 | 38 | 0.354 | 0.646
Player 9 (Team A) makes 3-foot two point shot (Player 3 (Team A) assists) | 36 | 38 | 0.383 | 0.617
Player 4 (Team A) blocks Player 13 (Team B) 's 6-foot two point shot | 36 | 38 | 0.404 | 0.596
Player 6 (Team A) defensive rebound | 36 | 38 | 0.411 | 0.589
Player 6 (Team A) makes 7-foot driving floating jump shot (Player 9 (Team A) assists) | 38 | 38 | 0.442 | 0.558
Team A delay of game violation | 38 | 38 | 0.475 | 0.525
Player 13 (Team B) makes 25-foot three point jumper (Player 7 (Team B) assists) | 38 | 41 | 0.386 | 0.614
Player 9 (Team A) misses 23-foot three point jumper | 38 | 41 | 0.363 | 0.637
Player 12 (Team A) offensive rebound | 38 | 41 | 0.386 | 0.614
Player 12 (Team A) makes tip shot | 40 | 41 | 0.412 | 0.588
Player 10 (Team B) makes 26-foot step back jumpshot | 40 | 44 | 0.354 | 0.646
Player 9 (Team A) misses 23-foot three point jumper | 40 | 44 | 0.332 | 0.668
Player 10 (Team B) defensive rebound | 40 | 44 | 0.324 | 0.676
Player 9 (Team A) shooting foul / Player 10 (Team B) makes free throw 1 of 2 / Player 1 (Team B) enters the game for Player 9 (Team B) / Player 5 (Team B) enters the game for Player 11 (Team B) / Player 8 (Team A) enters the game for Player 4 (Team A) / Player 2 (Team A) enters the game for Player 12 (Team A) / Player 10 (Team B) makes free throw 2 of 2 | 40 | 46 | 0.3 | 0.7
Player 8 (Team A) out of bounds lost ball turnover | 40 | 46 | 0.272 | 0.728
Player 10 (Team B) makes 8-foot two point shot (Player 7 (Team B) assists) | 40 | 48 | 0.246 | 0.754
Player 9 (Team A) steps out of bounds turnover | 40 | 48 | 0.221 | 0.779
Player 8 (Team A) shooting foul / Player 13 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 13 (Team B) misses free throw 2 of 2 | 40 | 48 | 0.246 | 0.754
Player 2 (Team A) defensive rebound | 40 | 48 | 0.246 | 0.754
Player 10 (Team B) shooting foul / Player 8 (Team A) makes free throw 1 of 2 / Player 6 (Team B) enters the game for Player 13 (Team B) / Player 8 (Team A) makes free throw 2 of 2 | 42 | 48 | 0.272 | 0.728
Player 5 (Team B) misses driving layup | 42 | 48 | 0.291 | 0.709
Player 6 (Team A) defensive rebound | 42 | 48 | 0.297 | 0.703
Player 2 (Team A) misses 15-foot pullup jump shot | 42 | 48 | 0.277 | 0.723
Player 6 (Team B) defensive rebound | 42 | 48 | 0.271 | 0.729
Player 1 (Team B) misses 26-foot three point pullup jump shot | 42 | 48 | 0.29 | 0.71
Player 3 (Team A) defensive rebound | 42 | 48 | 0.297 | 0.703
Player 3 (Team A) bad pass (Player 1 (Team B) steals) | 42 | 48 | 0.271 | 0.729
Player 10 (Team B) misses 25-foot three point jumper | 42 | 48 | 0.29 | 0.71
Player 8 (Team A) defensive rebound | 42 | 48 | 0.296 | 0.704
Player 9 (Team A) misses 22-foot three point jumper | 42 | 48 | 0.276 | 0.724
Player 1 (Team B) defensive rebound | 42 | 48 | 0.27 | 0.73
Player 1 (Team B) misses driving dunk | 42 | 48 | 0.289 | 0.711
Player 8 (Team A) defensive rebound | 42 | 48 | 0.296 | 0.704
Player 6 (Team A) misses 23-foot three point shot | 42 | 48 | 0.276 | 0.724
Player 5 (Team B) defensive rebound | 42 | 48 | 0.269 | 0.731
Player 7 (Team B) makes two point shot (Player 5 (Team B) assists) | 42 | 50 | 0.242 | 0.758
Player 3 (Team A) makes driving layup / Player 5 (Team B) shooting foul / Player 17 (Team B) enters the game for Player 10 (Team B) / Player 4 (Team B) enters the game for Player 9 (Team A) / Player 3 (Team A) makes free throw 1 of 1 | 45 | 50 | 0.296 | 0.704
Player 7 (Team B) makes 6-foot two point shot | 45 | 52 | 0.266 | 0.734
Player 4 (Team B) misses 28-foot three point jumper | 45 | 52 | 0.244 | 0.756
Player 7 (Team B) defensive rebound | 45 | 52 | 0.237 | 0.763
Player 7 (Team B) misses layup | 45 | 52 | 0.257 | 0.743
Player 4 (Team B) defensive rebound | 45 | 52 | 0.264 | 0.736
Player 2 (Team A) misses 25-foot three point pullup jump shot | 45 | 52 | 0.243 | 0.757
Player 7 (Team B) defensive rebound / Player 8 (Team A) personal foul / Team B Full timeout / Player 12 (Team A) enters the game for Player 6 (Team A) / Player 4 (Team A) enters the game for Player 8 (Team A) | 45 | 52 | 0.237 | 0.763
Player 17 (Team B) makes 2-foot layup (Player 7 (Team B) assists) | 45 | 54 | 0.214 | 0.786
Player 2 (Team A) lost ball turnover (Player 5 (Team B) steals) | 45 | 54 | 0.187 | 0.813
Player 17 (Team B) makes two point shot (Player 7 (Team B) assists) | 45 | 56 | 0.167 | 0.833
Player 2 (Team A) misses 24-foot three point shot | 45 | 56 | 0.15 | 0.85
Player 6 (Team B) defensive rebound | 45 | 56 | 0.145 | 0.855
Player 6 (Team B) misses layup | 45 | 56 | 0.16 | 0.84
Player 4 (Team A) defensive rebound | 45 | 56 | 0.165 | 0.835
Player 4 (Team B) misses 26-foot three point shot | 45 | 56 | 0.149 | 0.851
Player 4 (Team A) offensive rebound | 45 | 56 | 0.165 | 0.835
Player 6 (Team B) blocks Player 4 (Team A)'s two point shot / Player 4 (Team A) offensive rebound | 45 | 56 | 0.165 | 0.835
Player 12 (Team A) misses 23-foot three point jumper | 45 | 56 | 0.148 | 0.852
Player 4 (Team B) offensive rebound | 45 | 56 | 0.164 | 0.836
Player 3 (Team A) misses 22-foot step back jumpshot | 45 | 56 | 0.148 | 0.852
Player 4 (Team A) offensive rebound / Player 4 (Team A) makes tip shot | 47 | 56 | 0.184 | 0.816
Player 1 (Team B) makes 2-foot driving dunk (Player 17 (Team B) assists) | 47 | 58 | 0.163 | 0.837
Player 5 (Team B) shooting foul / Player 2 (Team A) makes free throw 1 of 2 / Player 2 (Team A) makes free throw 2 of 2 | 49 | 58 | 0.185 | 0.815
Player 1 (Team B) misses driving layup | 49 | 58 | 0.199 | 0.801
Player 3 (Team A) defensive rebound | 49 | 58 | 0.205 | 0.795
Player 2 (Team A) makes 5-foot two point shot / Player 6 (Team B) shooting foul / Player 9 (Team A) enters the game for Player 3 (Team A) / Player 2 (Team A) makes free throw 1 of 1 | 52 | 58 | 0.258 | 0.742
Player 6 (Team B) misses 25-foot three point pullup jump shot / Team B offensive team rebound | 52 | 58 | 0.258 | 0.742
End of the 2nd Quarter | 52 | 58 | 0.273 | 0.727
Player 8 (Team A) enters the game for Player 12 (Team A) / Player 6 (Team A) enters the game for Player 9 (Team A) | 52 | 58 | 0.273 | 0.727
Player 6 (Team A) misses 25-foot three point jumper | 52 | 58 | 0.261 | 0.739
Player 7 (Team B) defensive rebound | 52 | 58 | 0.252 | 0.748
Player 1 (Team B) misses 24-foot three point jumper | 52 | 58 | 0.276 | 0.724
Player 5 (Team B) offensive rebound | 52 | 58 | 0.252 | 0.748
Player 5 (Team B) makes 6-foot jump bank shot | 52 | 60 | 0.228 | 0.772
Player 6 (Team B) blocks Player 4 (Team A)'s layup | 52 | 60 | 0.207 | 0.793
Player 8 (Team A) offensive rebound | 52 | 60 | 0.227 | 0.773
Player 4 (Team B) makes 22-foot three point jumper (Player 8 (Team A) assists) | 55 | 60 | 0.285 | 0.715
Player 7 (Team B) makes 25-foot three pointer | 55 | 63 | 0.226 | 0.774
Player 4 (Team A) bad pass (Player 5 (Team B) steals) | 55 | 63 | 0.198 | 0.802
Player 1 (Team B) makes 24-foot three point shot (Player 17 (Team B) assists) | 55 | 66 | 0.154 | 0.846
Player 7 (Team B) personal foul / Player 5 (Team B) personal foul / Player 9 (Team B) enters the game for Player 5 (Team B) | 55 | 66 | 0.151 | 0.849
Player 7 (Team B) shooting foul / Player 8 (Team A) makes free throw 1 of 2 / Player 8 (Team A) makes free throw 2 of 2 | 57 | 66 | 0.172 | 0.828
Player 17 (Team B) misses 14-foot pullup jump shot | 57 | 66 | 0.19 | 0.81
Player 4 (Team A) defensive rebound | 57 | 66 | 0.196 | 0.804
Player 8 (Team A) makes 2-foot layup (Player 4 (Team A) assists) | 59 | 66 | 0.22 | 0.78
Player 8 (Team A) shooting foul / Player 1 (Team B) makes free throw 1 of 2 / Player 1 (Team B) makes free throw 2 of 2 | 59 | 68 | 0.195 | 0.805
Player 2 (Team A) makes 7-foot two point shot (Player 8 (Team A) assists) | 61 | 68 | 0.22 | 0.78
Player 1 (Team B) makes driving layup / Player 8 (Team A) shooting foul / Player 1 (Team B) makes free throw 1 of 1 | 61 | 71 | 0.169 | 0.831
Player 6 (Team B) shooting foul / Player 8 (Team A) makes free throw 1 of 2 / Player 13 (Team B) enters the game for Player 6 (Team B) / Player 8 (Team A) misses free throw 2 of 2 | 62 | 71 | 0.168 | 0.832
Player 7 (Team B) defensive rebound | 62 | 71 | 0.168 | 0.832
Player 1 (Team B) misses driving layup | 62 | 71 | 0.185 | 0.815
Player 13 (Team B) offensive rebound | 62 | 71 | 0.167 | 0.833
Player 8 (Team A) blocks Player 13 (Team B) 's 4-foot two point shot | 62 | 71 | 0.185 | 0.815
Player 13 (Team B) offensive rebound | 62 | 71 | 0.167 | 0.833
Player 13 (Team B) misses 3-foot two point shot | 62 | 71 | 0.185 | 0.815
Player 8 (Team A) defensive rebound / Player 7 (Team B) personal foul / Player 8 (Team A) makes free throw 1 of 2 / Player 8 (Team A) makes free throw 2 of 2 | 64 | 71 | 0.217 | 0.783
Player 9 (Team B) makes layup (Player 1 (Team B) assists) | 64 | 73 | 0.19 | 0.81
Player 4 (Team A) makes dunk (Player 8 (Team A) assists) | 66 | 73 | 0.215 | 0.785
Player 12 (Team A) enters the game for Player 8 (Team A) | 66 | 73 | 0.215 | 0.785
Player 7 (Team B) makes 4-foot two point shot | 66 | 75 | 0.187 | 0.813
Team B delay of game violation | 66 | 75 | 0.162 | 0.838
Player 2 (Team A) makes 23-foot three point jumper (Player 4 (Team A) assists) | 69 | 75 | 0.241 | 0.759
Player 1 (Team B) out of bounds bad pass turnover | 69 | 75 | 0.273 | 0.727
Player 2 (Team A) misses 22-foot three point jumper | 69 | 75 | 0.248 | 0.752
Player 4 (Team A) offensive rebound | 69 | 75 | 0.272 | 0.728
Player 4 (Team A) makes two point shot | 71 | 75 | 0.305 | 0.695
Player 7 (Team B) misses 8-foot two point shot | 71 | 75 | 0.331 | 0.669
Team A defensive team rebound / Team B Full timeout / Player 11 (Team B) enters the game for Player 17 (Team B) | 71 | 75 | 0.304 | 0.696
Player 6 (Team A) misses 5-foot two point shot | 71 | 75 | 0.312 | 0.688
Player 7 (Team B) defensive rebound | 71 | 75 | 0.303 | 0.697
Player 9 (Team B) misses 18-foot pullup jump shot | 71 | 75 | 0.33 | 0.67
Player 13 (Team B) offensive rebound / Player 13 (Team B) misses tip shot / Player 12 (Team A) defensive rebound | 71 | 75 | 0.339 | 0.661
Player 9 (Team B) technical foul (1st technical foul) / Player 6 (Team A) misses technical free throw / Team A offensive team rebound | 71 | 75 | 0.339 | 0.661
Player 11 (Team B) shooting foul / Player 4 (Team A) misses free throw 1 of 2 / Team A offensive team rebound / Player 4 (Team A) makes free throw 2 of 2 | 72 | 75 | 0.337 | 0.663
Player 1 (Team B) misses two point shot | 72 | 75 | 0.368 | 0.632
Player 4 (Team A) defensive rebound | 72 | 75 | 0.378 | 0.622
Player 9 (Team B) blocks Player 2 (Team A) 's 5-foot driving layup / Team A offensive team rebound / Player 3 (Team A) enters the game for Player 6 (Team A) | 72 | 75 | 0.378 | 0.622
Player 2 (Team A) misses pullup jump shot | 72 | 75 | 0.346 | 0.654
Player 7 (Team B) defensive rebound | 72 | 75 | 0.336 | 0.664
Player 7 (Team B) makes 9-foot two point shot (Player 1 (Team B) assists) | 72 | 77 | 0.3 | 0.7
Player 3 (Team A) misses 9-foot pullup jump shot | 72 | 77 | 0.271 | 0.729
Player 9 (Team B) defensive rebound | 72 | 77 | 0.262 | 0.738
Player 1 (Team B) misses two point shot | 72 | 77 | 0.289 | 0.711
Player 4 (Team A) defensive rebound | 72 | 77 | 0.298 | 0.702
Player 2 (Team A) makes 25-foot running pullup jump shot (Player 4 (Team B) assists) / Player 1 (Team B) technical foul (1st technical foul) / Player 4 (Team B) makes technical free throw | 76 | 77 | 0.458 | 0.542
Player 11 (Team B) misses three point jumper | 76 | 77 | 0.447 | 0.553
Player 13 (Team B) offensive rebound | 76 | 77 | 0.413 | 0.587
Player 2 (Team A) blocks Player 13 (Team B) 's 3-foot two point shot | 76 | 77 | 0.447 | 0.553
Player 4 (Team A) defensive rebound | 76 | 77 | 0.458 | 0.542
Player 7 (Team B) blocks Player 4 (Team A) 's 3-foot layup | 76 | 77 | 0.424 | 0.576
Player 4 (Team A) offensive rebound / Player 7 (Team B) shooting foul / Player 4 (Team A) makes free throw 1 of 2 / Player 18 (Team B) enters the game for Player 13 (Team B) / Player 4 (Team A) misses free throw 2 of 2 | 77 | 77 | 0.457 | 0.543
Player 18 (Team B) defensive rebound | 77 | 77 | 0.457 | 0.543
Player 10 (Team B) enters the game for Player 7 (Team B) | 77 | 77 | 0.457 | 0.543
Player 10 (Team B) misses driving floating jump shot | 77 | 77 | 0.49 | 0.51
Player 4 (Team B) defensive rebound | 77 | 77 | 0.501 | 0.499
Player 3 (Team A) misses driving floating jump shot | 77 | 77 | 0.468 | 0.532
Player 4 (Team A) offensive rebound / Player 4 (Team A) makes tip shot / Team B Full timeout / Player 10 (Team A) enters the game for Player 4 (Team B) | 79 | 77 | 0.544 | 0.456
Player 18 (Team B) makes 25-foot three point jumper (Player 1 (Team B) assists) | 79 | 80 | 0.459 | 0.541
Player 2 (Team A) out of bounds lost ball turnover | 79 | 80 | 0.412 | 0.588
Player 4 (Team A) shooting foul / Player 1 (Team B) makes free throw 1 of 2 / Player 1 (Team B) makes free throw 2 of 2 | 79 | 82 | 0.373 | 0.627
Player 3 (Team A) makes 5-foot two point shot | 81 | 82 | 0.412 | 0.588
Player 1 (Team B) makes driving layup (Player 18 (Team B) assists) | 81 | 84 | 0.372 | 0.628
Player 10 (Team A) misses 12-foot two point shot | 81 | 84 | 0.338 | 0.662
Player 1 (Team B) defensive rebound | 81 | 84 | 0.326 | 0.674
Player 1 (Team B) makes two point shot | 81 | 86 | 0.29 | 0.71
Team A Full timeout / Player 8 (Team B) enters the game for Player 2 (Team A) / Player 8 (Team A) enters the game for Player 4 (Team A) | 81 | 86 | 0.29 | 0.71
Player 1 (Team B) personal foul / Player 3 (Team A) makes free throw 1 of 2 / Player 3 (Team A) makes free throw 2 of 2 | 83 | 86 | 0.325 | 0.675
Player 18 (Team B) makes hook shot | 83 | 88 | 0.288 | 0.712
Player 8 (Team A) makes layup (Player 3 (Team A) assists) | 85 | 88 | 0.323 | 0.677
Player 1 (Team B) makes 27-foot three pointer | 85 | 91 | 0.243 | 0.757
