Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Play | Team A score | Team B score | Win prob (A) | Win prob (B)
Player 5 (Team A) vs. Player 3 (Team B) (Player 2 (Team B) gains possession) | 0 | 0 | 0.665 | 0.335
Player 14 (Team B) misses two point shot | 0 | 0 | 0.677 | 0.323
Player 3 (Team A) defensive rebound | 0 | 0 | 0.681 | 0.319
Player 3 (Team A) makes 10-foot driving floating jump shot | 2 | 0 | 0.706 | 0.294
Player 1 (Team B) misses two point shot | 2 | 0 | 0.72 | 0.28
Player 3 (Team A) defensive rebound | 2 | 0 | 0.724 | 0.276
Player 4 (Team A) misses 22-foot three point jumper | 2 | 0 | 0.709 | 0.291
Player 2 (Team B) defensive rebound | 2 | 0 | 0.704 | 0.296
Player 3 (Team B) makes 7-foot jumper (Player 4 (Team B) assists) | 2 | 2 | 0.679 | 0.321
Player 6 (Team A) makes 8-foot two point shot (Player 3 (Team A) assists) | 4 | 2 | 0.703 | 0.297
Player 3 (Team B) makes 14-foot jumper / Player 5 (Team A) shooting foul / Player 3 (Team B) makes free throw 1 of 1 | 4 | 5 | 0.658 | 0.342
Player 6 (Team A) makes 5-foot two point shot (Player 3 (Team A) assists) | 6 | 5 | 0.679 | 0.321
Player 1 (Team B) misses layup | 6 | 5 | 0.694 | 0.306
Player 4 (Team A) defensive rebound | 6 | 5 | 0.7 | 0.3
Player 4 (Team A) makes two point shot (Player 3 (Team A) assists) | 8 | 5 | 0.719 | 0.281
Player 14 (Team B) makes layup (Player 1 (Team B) assists) | 8 | 7 | 0.698 | 0.302
Player 6 (Team A) makes three point jumper (Player 3 (Team A) assists) | 11 | 7 | 0.739 | 0.261
Player 2 (Team B) makes two point shot | 11 | 9 | 0.72 | 0.28
Player 7 (Team A) makes 25-foot step back jumpshot (Player 3 (Team A) assists) / Team B Full timeout | 14 | 9 | 0.758 | 0.242
Player 4 (Team B) makes driving layup / Player 6 (Team A) shooting foul / Player 4 (Team B) makes free throw 1 of 1 | 14 | 12 | 0.72 | 0.28
Player 4 (Team A) misses 20-foot pullup jump shot | 14 | 12 | 0.701 | 0.299
Player 4 (Team B) defensive rebound | 14 | 12 | 0.695 | 0.305
Player 14 (Team B) makes driving layup (Player 3 (Team B) assists) | 14 | 14 | 0.672 | 0.328
Player 5 (Team A) misses 20-foot pullup jump shot | 14 | 14 | 0.654 | 0.346
Player 2 (Team B) defensive rebound | 14 | 14 | 0.649 | 0.351
Player 1 (Team B) makes driving layup (Player 2 (Team B) assists) | 14 | 16 | 0.624 | 0.376
Player 7 (Team A) misses layup | 14 | 16 | 0.603 | 0.397
Player 2 (Team B) defensive rebound | 14 | 16 | 0.597 | 0.403
Player 14 (Team B) misses three point jumper | 14 | 16 | 0.615 | 0.385
Player 3 (Team B) offensive rebound | 14 | 16 | 0.596 | 0.404
Player 14 (Team B) misses two point shot | 14 | 16 | 0.615 | 0.385
Player 5 (Team A) defensive rebound | 14 | 16 | 0.621 | 0.379
Player 3 (Team A) makes driving layup / Player 3 (Team B) shooting foul / Player 8 (Team B) enters the game for Player 2 (Team B) / Player 6 (Team B) enters the game for Player 4 (Team B) / Player 3 (Team A) makes free throw 1 of 1 | 17 | 16 | 0.669 | 0.331
Player 3 (Team B) misses 14-foot jumper | 17 | 16 | 0.684 | 0.316
Player 3 (Team A) defensive rebound | 17 | 16 | 0.69 | 0.31
Player 3 (Team A) makes 26-foot step back jumpshot / Player 6 (Team B) shooting foul / Player 3 (Team A) makes free throw 1 of 1 | 21 | 16 | 0.756 | 0.244
Player 14 (Team B) bad pass (Player 5 (Team A) steals) | 21 | 16 | 0.776 | 0.224
Player 5 (Team A) misses driving layup | 21 | 16 | 0.761 | 0.239
Player 6 (Team B) defensive rebound | 21 | 16 | 0.756 | 0.244
Player 14 (Team B) makes 3-foot dunk (Player 6 (Team B) assists) | 21 | 18 | 0.733 | 0.267
Player 4 (Team A) bad pass (Player 3 (Team B) steals) | 21 | 18 | 0.712 | 0.288
Player 1 (Team B) makes driving layup | 21 | 20 | 0.688 | 0.312
Player 6 (Team A) makes two point shot (Player 3 (Team A) assists) | 23 | 20 | 0.711 | 0.289
Player 3 (Team A) shooting foul / Player 3 (Team B) makes free throw 1 of 2 / Player 11 (Team B) enters the game for Player 14 (Team B) / Player 1 (Team A) enters the game for Player 4 (Team A) / Player 3 (Team B) makes free throw 2 of 2 | 23 | 22 | 0.688 | 0.312
Player 8 (Team B) shooting foul / Player 1 (Team A) makes free throw 1 of 2 / Player 1 (Team A) misses free throw 2 of 2 | 24 | 22 | 0.685 | 0.315
Player 3 (Team B) defensive rebound | 24 | 22 | 0.685 | 0.315
Player 1 (Team B) misses 3-foot two point shot | 24 | 22 | 0.701 | 0.299
Player 5 (Team A) defensive rebound | 24 | 22 | 0.706 | 0.294
Player 7 (Team A) misses 25-foot three point jumper | 24 | 22 | 0.69 | 0.31
Player 6 (Team A) offensive rebound | 24 | 22 | 0.706 | 0.294
Player 3 (Team A) misses 15-foot step back jumpshot | 24 | 22 | 0.689 | 0.311
Player 8 (Team B) defensive rebound | 24 | 22 | 0.683 | 0.317
Player 7 (Team A) shooting foul / Player 8 (Team B) makes free throw 1 of 2 / Player 5 (Team B) enters the game for Player 3 (Team B) / Player 8 (Team A) enters the game for Player 5 (Team A) / Player 8 (Team B) makes free throw 2 of 2 | 24 | 24 | 0.659 | 0.341
Player 11 (Team B) blocks Player 8 (Team A) 's 8-foot finger roll layup | 24 | 24 | 0.64 | 0.36
Player 5 (Team B) defensive rebound | 24 | 24 | 0.634 | 0.366
Player 8 (Team B) makes 28-foot three pointer | 24 | 27 | 0.579 | 0.421
Player 3 (Team A) makes 27-foot three pointer | 27 | 27 | 0.633 | 0.367
Player 6 (Team A) personal foul / Player 5 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 9 (Team A) enters the game for Player 7 (Team A) / Player 11 (Team A) enters the game for Player 6 (Team A) / Player 5 (Team B) makes free throw 2 of 2 | 27 | 28 | 0.631 | 0.369
Player 3 (Team A) misses 28-foot step back jumpshot | 27 | 28 | 0.608 | 0.392
Player 11 (Team B) defensive rebound | 27 | 28 | 0.6 | 0.4
Player 11 (Team B) lost ball turnover (Player 1 (Team A) steals) | 27 | 28 | 0.63 | 0.37
Player 5 (Team B) shooting foul / Team A Full timeout / Player 2 (Team B) enters the game for Player 1 (Team B) / Player 4 (Team B) enters the game for Player 6 (Team B) / Player 3 (Team A) makes free throw 1 of 2 / Player 3 (Team A) misses free throw 2 of 2 | 28 | 28 | 0.629 | 0.371
Player 11 (Team B) defensive rebound | 28 | 28 | 0.629 | 0.371
Player 11 (Team B) misses 25-foot three point jumper | 28 | 28 | 0.646 | 0.354
Player 11 (Team A) defensive rebound | 28 | 28 | 0.652 | 0.348
Player 3 (Team A) misses 28-foot three point pullup jump shot | 28 | 28 | 0.634 | 0.366
Player 8 (Team B) defensive rebound | 28 | 28 | 0.628 | 0.372
Player 4 (Team B) misses 20-foot pullup jump shot | 28 | 28 | 0.645 | 0.355
Player 1 (Team A) defensive rebound | 28 | 28 | 0.651 | 0.349
Player 3 (Team A) makes 17-foot pullup jump shot | 30 | 28 | 0.677 | 0.323
Player 8 (Team B) misses 23-foot three point jumper | 30 | 28 | 0.694 | 0.306
Player 9 (Team A) defensive rebound | 30 | 28 | 0.7 | 0.3
Player 3 (Team A) bad pass (Player 4 (Team B) steals) | 30 | 28 | 0.676 | 0.324
Player 4 (Team B) lost ball turnover (Player 1 (Team A) steals) | 30 | 28 | 0.7 | 0.3
Player 11 (Team A) misses layup | 30 | 28 | 0.681 | 0.319
Player 5 (Team B) defensive rebound | 30 | 28 | 0.675 | 0.325
Player 8 (Team B) misses 15-foot pullup jump shot | 30 | 28 | 0.693 | 0.307
Player 11 (Team A) defensive rebound | 30 | 28 | 0.699 | 0.301
Player 1 (Team A) out of bounds bad pass turnover | 30 | 28 | 0.672 | 0.328
Player 4 (Team B) misses driving layup / Team A defensive team rebound | 30 | 28 | 0.695 | 0.305
End of the 1st Quarter | 30 | 28 | 0.683 | 0.317
Player 12 (Team B) enters the game for Player 8 (Team B) / Player 4 (Team A) enters the game for Player 3 (Team A) | 30 | 28 | 0.683 | 0.317
Player 8 (Team A) misses 29-foot three point jumper | 30 | 28 | 0.679 | 0.321
Team A offensive team rebound / Player 10 (Team A) enters the game for Player 1 (Team A) | 30 | 28 | 0.698 | 0.302
Player 11 (Team A) vs. Player 5 (Team B) (Player 10 (Team A) gains possession) | 30 | 28 | 0.698 | 0.302
shot clock turnover  | 30 | 28 | 0.672 | 0.328
Player 11 (Team B) misses driving layup / Player 11 (Team B) offensive rebound / Player 11 (Team B) makes two point shot | 30 | 30 | 0.643 | 0.357
Player 4 (Team A) misses 14-foot pullup jump shot | 30 | 30 | 0.621 | 0.379
Player 11 (Team B) defensive rebound | 30 | 30 | 0.613 | 0.387
Player 11 (Team B) makes 12-foot pullup jump shot | 30 | 32 | 0.583 | 0.417
Player 4 (Team A) makes 11-foot two point shot | 32 | 32 | 0.612 | 0.388
Player 5 (Team B) bad pass (Player 11 (Team A) steals) | 32 | 32 | 0.64 | 0.36
Player 4 (Team A) makes 28-foot running pullup jump shot | 35 | 32 | 0.69 | 0.31
Team B Full timeout / Player 5 (Team A) enters the game for Player 8 (Team A) | 35 | 32 | 0.69 | 0.31
Player 2 (Team B) makes 27-foot three point jumper (Player 12 (Team B) assists) | 35 | 35 | 0.639 | 0.361
Team A Full timeout / Player 12 (Team A) enters the game for Player 11 (Team A) | 35 | 35 | 0.639 | 0.361
Player 10 (Team A) bad pass (Player 11 (Team B) steals) | 35 | 35 | 0.608 | 0.392
Player 2 (Team B) makes layup | 35 | 37 | 0.578 | 0.422
Player 4 (Team A) makes 16-foot pullup jump shot | 37 | 37 | 0.607 | 0.393
Player 5 (Team B) lost ball turnover (Player 12 (Team A) steals) | 37 | 37 | 0.636 | 0.364
Player 4 (Team A) misses 29-foot three point pullup jump shot | 37 | 37 | 0.613 | 0.387
Team B defensive team rebound | 37 | 37 | 0.605 | 0.395
Player 5 (Team B) lost ball turnover (Player 5 (Team A) steals) | 37 | 37 | 0.635 | 0.365
Player 5 (Team B) shooting foul / Player 9 (Team A) makes free throw 1 of 2 / Player 3 (Team B) enters the game for Player 5 (Team B) / Player 9 (Team A) makes free throw 2 of 2 | 39 | 37 | 0.662 | 0.338
Player 2 (Team B) offensive foul / Player 2 (Team B) turnover / Player 7 (Team A) enters the game for Player 9 (Team A) / Player 8 (Team B) enters the game for Player 12 (Team B) | 39 | 37 | 0.688 | 0.312
Player 10 (Team A) misses driving layup | 39 | 37 | 0.667 | 0.333
Player 3 (Team B) defensive rebound | 39 | 37 | 0.66 | 0.34
Player 4 (Team B) lost ball turnover (Player 5 (Team A) steals) | 39 | 37 | 0.687 | 0.313
Player 4 (Team A) makes driving layup (Player 5 (Team A) assists) | 41 | 37 | 0.711 | 0.289
Player 1 (Team B) enters the game for Player 4 (Team B) / Player 6 (Team A) enters the game for Player 10 (Team A) / Player 3 (Team A) enters the game for Player 12 (Team A) | 41 | 37 | 0.711 | 0.289
Player 11 (Team B) misses layup | 41 | 37 | 0.731 | 0.269
Player 6 (Team A) defensive rebound | 41 | 37 | 0.738 | 0.262
Player 4 (Team A) misses 26-foot three point jumper | 41 | 37 | 0.718 | 0.282
Player 2 (Team B) defensive rebound | 41 | 37 | 0.711 | 0.289
Player 3 (Team A) clear path foul / Player 11 (Team B) makes free throw clear path 1 of 2 / Player 11 (Team B) makes free throw clear path 2 of 2 | 41 | 39 | 0.685 | 0.315
Player 3 (Team B) makes 2-foot driving dunk (Player 2 (Team B) assists) | 41 | 41 | 0.63 | 0.37
Player 4 (Team A) lost ball turnover (Player 11 (Team B) steals) | 41 | 41 | 0.595 | 0.405
Player 11 (Team B) makes two point shot | 41 | 43 | 0.565 | 0.435
Player 5 (Team A) misses 28-foot three point jumper | 41 | 43 | 0.541 | 0.459
Player 1 (Team B) defensive rebound | 41 | 43 | 0.532 | 0.468
Player 11 (Team B) misses driving layup | 41 | 43 | 0.555 | 0.445
Player 3 (Team B) offensive rebound / Player 3 (Team B) misses tip shot / Player 5 (Team A) defensive rebound | 41 | 43 | 0.563 | 0.437
Player 5 (Team A) makes two point shot | 43 | 43 | 0.592 | 0.408
Player 5 (Team A) blocks Player 2 (Team B) 's 6-foot driving layup | 43 | 43 | 0.617 | 0.383
Player 5 (Team A) defensive rebound | 43 | 43 | 0.626 | 0.374
Player 5 (Team A) makes two point shot | 45 | 43 | 0.653 | 0.347
shot clock turnover  / Player 1 (Team A) enters the game for Player 4 (Team A) | 45 | 43 | 0.681 | 0.319
Player 6 (Team A) makes 14-foot two point shot (Player 3 (Team A) assists) | 47 | 43 | 0.707 | 0.293
Player 1 (Team A) personal foul / Player 4 (Team B) enters the game for Player 11 (Team B) / Player 6 (Team B) enters the game for Player 2 (Team B) | 47 | 43 | 0.708 | 0.292
Player 3 (Team B) misses 27-foot three point jumper | 47 | 43 | 0.729 | 0.271
Player 1 (Team A) defensive rebound | 47 | 43 | 0.736 | 0.264
Player 1 (Team A) misses 27-foot three point jumper | 47 | 43 | 0.714 | 0.286
Player 1 (Team B) defensive rebound | 47 | 43 | 0.707 | 0.293
Player 3 (Team B) makes 2-foot alley oop dunk shot (Player 6 (Team B) assists) | 47 | 45 | 0.679 | 0.321
Player 5 (Team A) misses three point jumper | 47 | 45 | 0.655 | 0.345
Player 4 (Team B) defensive rebound | 47 | 45 | 0.647 | 0.353
Player 5 (Team A) personal foul | 47 | 45 | 0.649 | 0.351
Player 4 (Team B) makes 17-foot pullup jump shot | 47 | 47 | 0.617 | 0.383
Player 6 (Team B) blocks Player 3 (Team A) 's 9-foot driving layup | 47 | 47 | 0.59 | 0.41
Player 3 (Team B) defensive rebound | 47 | 47 | 0.581 | 0.419
Player 4 (Team B) makes 24-foot three point jumper (Player 1 (Team B) assists) | 47 | 50 | 0.516 | 0.484
Player 1 (Team B) blocks Player 3 (Team A) 's 13-foot driving layup | 47 | 50 | 0.488 | 0.512
Player 1 (Team B) defensive rebound | 47 | 50 | 0.479 | 0.521
Player 8 (Team B) makes layup (Player 1 (Team B) assists) | 47 | 52 | 0.443 | 0.557
Player 5 (Team A) makes layup / Player 1 (Team B) shooting foul / Player 4 (Team A) enters the game for Player 1 (Team A) / Player 5 (Team A) makes free throw 1 of 1 | 50 | 52 | 0.512 | 0.488
Player 4 (Team B) bad pass (Player 4 (Team A) steals) | 50 | 52 | 0.543 | 0.457
Player 3 (Team A) misses driving layup | 50 | 52 | 0.518 | 0.482
Team A offensive team rebound | 50 | 52 | 0.543 | 0.457
Player 4 (Team A) misses driving floating jump shot | 50 | 52 | 0.517 | 0.483
Player 6 (Team A) offensive rebound / Player 6 (Team A) steps out of bounds turnover | 50 | 52 | 0.509 | 0.491
Player 6 (Team B) misses 9-foot two point shot | 50 | 52 | 0.532 | 0.468
Player 8 (Team B) offensive rebound | 50 | 52 | 0.508 | 0.492
Player 3 (Team B) misses 29-foot step back jumpshot | 50 | 52 | 0.532 | 0.468
Player 6 (Team A) defensive rebound | 50 | 52 | 0.54 | 0.46
Player 4 (Team A) makes driving layup (Player 3 (Team A) assists) | 52 | 52 | 0.572 | 0.428
Player 1 (Team B) lost ball turnover (Player 3 (Team A) steals) / End of the 2nd Quarter | 52 | 52 | 0.59 | 0.41
Player 2 (Team B) enters the game for Player 8 (Team B) / Player 14 (Team B) enters the game for Player 6 (Team B) | 52 | 52 | 0.59 | 0.41
Player 4 (Team A) offensive charge / Player 4 (Team A) turnover | 52 | 52 | 0.568 | 0.432
Player 1 (Team B) misses layup | 52 | 52 | 0.597 | 0.403
Player 3 (Team A) defensive rebound | 52 | 52 | 0.607 | 0.393
Player 7 (Team A) makes 8-foot two point shot | 54 | 52 | 0.64 | 0.36
Player 14 (Team B) misses 10-foot two point shot | 54 | 52 | 0.663 | 0.337
Player 3 (Team A) defensive rebound | 54 | 52 | 0.671 | 0.329
Player 4 (Team A) makes driving layup (Player 3 (Team A) assists) / Player 3 (Team B) shooting foul / Player 4 (Team A) makes free throw 1 of 1 | 57 | 52 | 0.732 | 0.268
Player 14 (Team B) misses three point jumper | 57 | 52 | 0.754 | 0.246
Player 7 (Team A) defensive rebound | 57 | 52 | 0.762 | 0.238
