Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Play | Team A score | Team B score | Win prob (A) | Win prob (B)
Player 12 (Team A) vs. Player 10 (Team B) (Player 13 (Team A) gains possession) | 0 | 0 | 0.19 | 0.81
Player 12 (Team B) personal take foul / Player 20 (Team B) enters the game for Player 12 (Team B) | 0 | 0 | 0.191 | 0.809
Player 12 (Team A) misses 7-foot two point shot | 0 | 0 | 0.183 | 0.817
Player 15 (Team B) defensive rebound | 0 | 0 | 0.18 | 0.82
Player 9 (Team B) makes 26-foot three point jumper (Player 10 (Team B) assists) | 0 | 3 | 0.153 | 0.847
Player 9 (Team A) misses 25-foot step back jumpshot | 0 | 3 | 0.143 | 0.857
Player 10 (Team B) defensive rebound | 0 | 3 | 0.139 | 0.861
Player 15 (Team B) misses 26-foot three point jumper | 0 | 3 | 0.151 | 0.849
Player 9 (Team A) defensive rebound | 0 | 3 | 0.154 | 0.846
Player 13 (Team A) makes two point shot (Player 9 (Team A) assists) | 2 | 3 | 0.168 | 0.832
Player 10 (Team B) misses driving floating jump shot | 2 | 3 | 0.18 | 0.82
Player 12 (Team A) defensive rebound | 2 | 3 | 0.184 | 0.816
Player 9 (Team A) misses two point shot | 2 | 3 | 0.173 | 0.827
Player 12 (Team A) offensive rebound / Player 12 (Team A) misses tip shot | 2 | 3 | 0.174 | 0.826
Player 12 (Team A) offensive rebound / Player 12 (Team A) makes tip shot | 4 | 3 | 0.2 | 0.8
Player 11 (Team B) bad pass (Player 12 (Team A) steals) | 4 | 3 | 0.22 | 0.78
Player 10 (Team A) misses two point shot | 4 | 3 | 0.206 | 0.794
Player 9 (Team B) defensive rebound | 4 | 3 | 0.201 | 0.799
Player 15 (Team B) out of bounds bad pass turnover / Player 16 (Team A) enters the game for Player 15 (Team A) | 4 | 3 | 0.221 | 0.779
Player 16 (Team A) misses 24-foot three point jumper | 4 | 3 | 0.208 | 0.792
Player 10 (Team B) defensive rebound | 4 | 3 | 0.203 | 0.797
Player 15 (Team B) makes 25-foot three point jumper (Player 10 (Team B) assists) | 4 | 6 | 0.173 | 0.827
Player 9 (Team B) personal foul | 4 | 6 | 0.174 | 0.826
Player 12 (Team A) makes hook shot | 6 | 6 | 0.19 | 0.81
Player 11 (Team B) out of bounds lost ball turnover | 6 | 6 | 0.206 | 0.794
Player 10 (Team B) blocks Player 10 (Team A) 's 9-foot two point shot / Team A offensive team rebound | 6 | 6 | 0.207 | 0.793
Player 12 (Team A) makes dunk (Player 16 (Team A) assists) | 8 | 6 | 0.226 | 0.774
Player 11 (Team B) misses 16-foot two point shot | 8 | 6 | 0.242 | 0.758
Player 12 (Team A) defensive rebound | 8 | 6 | 0.247 | 0.753
Player 9 (Team A) misses 15-foot pullup jump shot | 8 | 6 | 0.233 | 0.767
Player 10 (Team B) defensive rebound | 8 | 6 | 0.229 | 0.771
Player 11 (Team B) misses two point shot | 8 | 6 | 0.244 | 0.756
Player 10 (Team A) defensive rebound | 8 | 6 | 0.249 | 0.751
Player 16 (Team A) misses 24-foot three point jumper | 8 | 6 | 0.235 | 0.765
Player 13 (Team A) offensive rebound / Player 13 (Team A) makes dunk | 10 | 6 | 0.271 | 0.729
Player 9 (Team B) misses 14-foot two point shot | 10 | 6 | 0.288 | 0.712
Player 10 (Team A) defensive rebound | 10 | 6 | 0.294 | 0.706
Player 12 (Team A) makes layup (Player 10 (Team A) assists) / Team B Full timeout | 12 | 6 | 0.317 | 0.683
Player 20 (Team B) lost ball turnover (Player 13 (Team A) steals) | 12 | 6 | 0.346 | 0.654
Player 16 (Team A) makes 1-foot dunk (Player 13 (Team A) assists) | 14 | 6 | 0.37 | 0.63
Player 9 (Team B) out of bounds bad pass turnover | 14 | 6 | 0.397 | 0.603
Player 13 (Team A) misses 14-foot two point shot | 14 | 6 | 0.38 | 0.62
Player 10 (Team B) defensive rebound | 14 | 6 | 0.374 | 0.626
Player 15 (Team B) misses 25-foot three point shot | 14 | 6 | 0.394 | 0.606
Player 10 (Team B) offensive rebound / Player 12 (Team A) blocks Player 10 (Team B) 's 2-foot two point shot / Player 16 (Team A) defensive rebound | 14 | 6 | 0.401 | 0.599
Player 12 (Team A) makes layup (Player 9 (Team A) assists) | 16 | 6 | 0.43 | 0.57
Player 11 (Team B) makes two point shot (Player 9 (Team B) assists) | 16 | 8 | 0.405 | 0.595
Player 9 (Team A) bad pass (Player 20 (Team B) steals) | 16 | 8 | 0.383 | 0.617
Player 20 (Team B) makes two point shot | 16 | 10 | 0.36 | 0.64
Player 10 (Team A) makes driving layup | 18 | 10 | 0.386 | 0.614
Player 9 (Team B) bad pass (Player 13 (Team A) steals) | 18 | 10 | 0.416 | 0.584
Player 9 (Team A) makes two point shot (Player 13 (Team A) assists) / Player 10 (Team B) shooting foul / Player 22 (Team B) enters the game for Player 10 (Team B) / Player 18 (Team A) enters the game for Player 13 (Team A) / Player 9 (Team A) makes free throw 1 of 1 | 21 | 10 | 0.473 | 0.527
Player 9 (Team A) personal foul / Player 14 (Team A) enters the game for Player 10 (Team A) | 21 | 10 | 0.477 | 0.523
Player 12 (Team A) shooting foul / Player 22 (Team B) makes free throw 1 of 2 / Player 22 (Team B) makes free throw 2 of 2 | 21 | 12 | 0.447 | 0.553
Player 16 (Team A) misses driving floating jump shot | 21 | 12 | 0.429 | 0.571
Player 16 (Team A) offensive rebound / Player 16 (Team A) misses tip shot | 21 | 12 | 0.43 | 0.57
Player 20 (Team B) defensive rebound | 21 | 12 | 0.423 | 0.577
Player 17 (Team A) enters the game for Player 12 (Team A) | 21 | 12 | 0.423 | 0.577
Player 11 (Team B) makes 26-foot step back jumpshot | 21 | 15 | 0.371 | 0.629
Player 18 (Team A) makes 24-foot three point jumper (Player 16 (Team A) assists) | 24 | 15 | 0.429 | 0.571
Player 16 (Team A) personal foul / Player 10 (Team B) enters the game for Player 9 (Team B) | 24 | 15 | 0.43 | 0.57
Player 11 (Team B) misses 16-foot two point shot | 24 | 15 | 0.454 | 0.546
Player 16 (Team A) defensive rebound | 24 | 15 | 0.462 | 0.538
Player 18 (Team A) makes 10-foot driving floating jump shot (Player 16 (Team A) assists) | 26 | 15 | 0.493 | 0.507
Player 20 (Team B) makes 17-foot pullup jump shot | 26 | 17 | 0.467 | 0.533
Player 17 (Team A) makes layup (Player 9 (Team A) assists) | 28 | 17 | 0.5 | 0.5
Player 15 (Team B) misses three point jumper | 28 | 17 | 0.527 | 0.473
Player 17 (Team A) defensive rebound | 28 | 17 | 0.535 | 0.465
Player 14 (Team A) makes 25-foot three point jumper (Player 17 (Team A) assists) | 31 | 17 | 0.599 | 0.401
Player 17 (Team A) shooting foul / Team A Full timeout / Player 11 (Team A) enters the game for Player 9 (Team A) / Player 11 (Team B) makes free throw 1 of 2 / Player 11 (Team B) makes free throw 2 of 2 | 31 | 19 | 0.572 | 0.428
Player 16 (Team A) misses 23-foot three point jumper | 31 | 19 | 0.553 | 0.447
Player 20 (Team B) defensive rebound | 31 | 19 | 0.546 | 0.454
Player 18 (Team A) shooting foul / Player 20 (Team B) makes free throw 1 of 2 / Player 20 (Team B) makes free throw 2 of 2 | 31 | 21 | 0.515 | 0.485
Player 14 (Team A) misses two point shot | 31 | 21 | 0.494 | 0.506
Team B defensive team rebound / Player 9 (Team B) enters the game for Player 20 (Team B) / Player 21 (Team B) enters the game for Player 15 (Team B) | 31 | 21 | 0.486 | 0.514
Player 10 (Team B) misses two point shot | 31 | 21 | 0.513 | 0.487
Player 17 (Team A) defensive rebound | 31 | 21 | 0.522 | 0.478
Player 11 (Team A) misses driving floating jump shot / Team A offensive team rebound | 31 | 21 | 0.523 | 0.477
Player 17 (Team A) makes 20-foot step back jumpshot | 33 | 21 | 0.556 | 0.444
Player 21 (Team B) misses 14-foot two point shot | 33 | 21 | 0.582 | 0.418
Player 17 (Team A) defensive rebound | 33 | 21 | 0.59 | 0.41
Player 16 (Team A) makes two point shot / Player 10 (Team B) shooting foul / Player 15 (Team B) enters the game for Player 10 (Team B) / Player 16 (Team A) makes free throw 1 of 1 | 36 | 21 | 0.65 | 0.35
Player 22 (Team B) misses 23-foot three point jumper | 36 | 21 | 0.676 | 0.324
Player 17 (Team A) defensive rebound | 36 | 21 | 0.683 | 0.317
Player 11 (Team A) misses 25-foot step back jumpshot / Team A offensive team rebound / End of the 1st Quarter | 36 | 21 | 0.664 | 0.336
Player 20 (Team B) enters the game for Player 11 (Team B) / Team B delay of game violation | 36 | 21 | 0.666 | 0.334
Player 14 (Team A) shooting foul / Player 9 (Team B) makes free throw 1 of 3 / Player 9 (Team B) makes free throw 2 of 3 / Player 9 (Team B) misses free throw 3 of 3 | 36 | 23 | 0.631 | 0.369
Player 17 (Team A) defensive rebound | 36 | 23 | 0.631 | 0.369
Player 17 (Team A) misses 6-foot two point shot | 36 | 23 | 0.612 | 0.388
Player 22 (Team B) defensive rebound | 36 | 23 | 0.605 | 0.395
Player 22 (Team B) lost ball turnover (Player 18 (Team A) steals) | 36 | 23 | 0.638 | 0.362
Player 16 (Team A) lost ball turnover (Player 20 (Team B) steals) | 36 | 23 | 0.609 | 0.391
Player 22 (Team B) misses two point shot | 36 | 23 | 0.634 | 0.366
Player 18 (Team A) defensive rebound | 36 | 23 | 0.642 | 0.358
Player 14 (Team A) misses 26-foot three point shot | 36 | 23 | 0.619 | 0.381
Player 18 (Team A) offensive rebound | 36 | 23 | 0.644 | 0.356
Player 16 (Team A) misses 25-foot three point jumper | 36 | 23 | 0.621 | 0.379
Player 22 (Team B) defensive rebound | 36 | 23 | 0.613 | 0.387
Player 20 (Team B) bad pass (Player 17 (Team A) steals) | 36 | 23 | 0.647 | 0.353
Player 17 (Team A) makes layup (Player 11 (Team A) assists) / Player 21 (Team B) shooting foul / Player 10 (Team A) enters the game for Player 16 (Team A) / Player 17 (Team A) makes free throw 1 of 1 | 39 | 23 | 0.711 | 0.289
Player 9 (Team B) misses three point jumper | 39 | 23 | 0.734 | 0.266
Player 14 (Team A) defensive rebound | 39 | 23 | 0.742 | 0.258
Player 17 (Team A) makes 5-foot two point shot | 41 | 23 | 0.771 | 0.229
Player 20 (Team B) misses 11-foot pullup jump shot | 41 | 23 | 0.793 | 0.207
Player 17 (Team A) defensive rebound | 41 | 23 | 0.8 | 0.2
