Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Play | Team A score | Team B score | Win prob (A) | Win prob (B)
Player 3 (Team A) vs. Player 7 (Team B) (Player 5 (Team B) gains possession) | 0 | 0 | 0.163 | 0.837
Player 7 (Team B) makes 4-foot layup (Player 6 (Team B) assists) / Player 3 (Team A) shooting foul / Player 7 (Team B) misses free throw 1 of 1 | 0 | 2 | 0.149 | 0.851
Player 4 (Team A) defensive rebound | 0 | 2 | 0.15 | 0.85
Player 3 (Team A) makes 6-foot two point shot | 2 | 2 | 0.165 | 0.835
Player 5 (Team B) makes 24-foot three point jumper (Player 6 (Team B) assists) | 2 | 5 | 0.139 | 0.861
Player 2 (Team A) misses 28-foot three point jumper | 2 | 5 | 0.131 | 0.869
Player 2 (Team B) defensive rebound | 2 | 5 | 0.129 | 0.871
Player 4 (Team B) makes two point shot (Player 2 (Team B) assists) | 2 | 7 | 0.119 | 0.881
Player 6 (Team B) personal foul | 2 | 7 | 0.118 | 0.882
Player 1 (Team A) misses two point shot | 2 | 7 | 0.111 | 0.889
Player 4 (Team A) offensive rebound | 2 | 7 | 0.12 | 0.88
Player 5 (Team B) blocks Player 5 (Team A) 's 4-foot driving layup / Player 5 (Team B) defensive rebound | 2 | 7 | 0.109 | 0.891
Player 4 (Team B) makes 25-foot three point shot (Player 2 (Team B) assists) | 2 | 10 | 0.091 | 0.909
Player 4 (Team A) misses 26-foot three point shot | 2 | 10 | 0.085 | 0.915
Player 7 (Team B) defensive rebound | 2 | 10 | 0.083 | 0.917
Player 6 (Team B) makes 28-foot running pullup jump shot | 2 | 13 | 0.068 | 0.932
Player 1 (Team A) misses 8-foot two point shot | 2 | 13 | 0.063 | 0.937
Player 5 (Team B) defensive rebound | 2 | 13 | 0.062 | 0.938
Player 7 (Team B) makes 5-foot layup (Player 4 (Team B) assists) / Team A Full timeout | 2 | 15 | 0.056 | 0.944
Player 3 (Team A) makes 5-foot two point shot | 4 | 15 | 0.062 | 0.938
Player 2 (Team B) makes 4-foot layup (Player 5 (Team B) assists) | 4 | 17 | 0.056 | 0.944
Player 2 (Team A) misses 19-foot pullup jump shot | 4 | 17 | 0.052 | 0.948
Player 4 (Team A) offensive rebound | 4 | 17 | 0.056 | 0.944
Player 1 (Team A) bad pass (Player 5 (Team B) steals) | 4 | 17 | 0.051 | 0.949
Player 5 (Team B) misses 27-foot three point jumper | 4 | 17 | 0.055 | 0.945
Player 1 (Team A) defensive rebound | 4 | 17 | 0.057 | 0.943
Player 1 (Team A) misses 18-foot pullup jump shot | 4 | 17 | 0.053 | 0.947
Player 7 (Team B) defensive rebound | 4 | 17 | 0.051 | 0.949
Player 6 (Team B) misses 20-foot pullup jump shot | 4 | 17 | 0.056 | 0.944
Player 3 (Team A) defensive rebound | 4 | 17 | 0.057 | 0.943
Player 4 (Team A) misses 15-foot pullup jump shot | 4 | 17 | 0.053 | 0.947
Player 7 (Team B) defensive rebound | 4 | 17 | 0.052 | 0.948
Player 6 (Team B) makes two point shot (Player 2 (Team B) assists) | 4 | 19 | 0.046 | 0.954
Player 5 (Team A) misses 26-foot three point jumper | 4 | 19 | 0.042 | 0.958
Player 4 (Team A) vs. Player 7 (Team B) (Player 2 (Team B) gains possession) / Team B defensive team rebound | 4 | 19 | 0.041 | 0.959
Player 2 (Team B) makes 30-foot three point jumper (Player 6 (Team B) assists) | 4 | 22 | 0.033 | 0.967
Player 3 (Team A) makes layup | 6 | 22 | 0.036 | 0.964
Player 4 (Team A) shooting foul / Player 2 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 8 (Team B) enters the game for Player 4 (Team B) / Player 2 (Team B) makes free throw 2 of 2 | 6 | 23 | 0.037 | 0.963
Player 5 (Team A) makes 3-foot driving dunk (Player 1 (Team A) assists) | 8 | 23 | 0.042 | 0.958
Player 2 (Team B) misses 32-foot three point jumper | 8 | 23 | 0.045 | 0.955
Team A defensive team rebound | 8 | 23 | 0.047 | 0.953
Player 1 (Team A) makes 4-foot two point shot | 10 | 23 | 0.053 | 0.947
Player 2 (Team A) shooting foul / Player 7 (Team B) makes free throw 1 of 2 / Player 10 (Team B) enters the game for Player 5 (Team B) / Player 7 (Team B) misses free throw 2 of 2 | 10 | 24 | 0.053 | 0.947
Player 3 (Team A) defensive rebound | 10 | 24 | 0.053 | 0.947
Player 4 (Team A) misses 7-foot two point shot | 10 | 24 | 0.049 | 0.951
Player 5 (Team A) offensive rebound / Player 5 (Team A) misses tip shot | 10 | 24 | 0.049 | 0.951
Player 10 (Team B) defensive rebound | 10 | 24 | 0.047 | 0.953
Player 2 (Team B) makes 23-foot three point jumper (Player 8 (Team B) assists) | 10 | 27 | 0.037 | 0.963
Player 1 (Team A) makes two point shot | 12 | 27 | 0.042 | 0.958
Player 7 (Team B) makes 19-foot pullup jump shot | 12 | 29 | 0.038 | 0.962
Player 2 (Team A) makes 26-foot three pointer | 15 | 29 | 0.048 | 0.952
Team B Full timeout / Player 9 (Team B) enters the game for Player 6 (Team B) / Player 11 (Team B) enters the game for Player 7 (Team B) / Player 7 (Team A) enters the game for Player 4 (Team A) / Player 12 (Team A) enters the game for Player 2 (Team A) | 15 | 29 | 0.048 | 0.952
Player 2 (Team B) makes 23-foot three point jumper (Player 8 (Team B) assists) | 15 | 32 | 0.038 | 0.962
Player 3 (Team A) misses 7-foot two point shot | 15 | 32 | 0.034 | 0.966
Team A offensive team rebound | 15 | 32 | 0.038 | 0.962
Player 12 (Team A) misses 26-foot three point jumper | 15 | 32 | 0.034 | 0.966
Player 5 (Team A) offensive rebound | 15 | 32 | 0.038 | 0.962
Player 10 (Team B) shooting foul / Player 5 (Team A) makes free throw 1 of 2 / Player 5 (Team A) makes free throw 2 of 2 | 17 | 32 | 0.043 | 0.957
Player 10 (Team B) makes 5-foot layup (Player 2 (Team B) assists) | 17 | 34 | 0.038 | 0.962
Player 12 (Team A) lost ball turnover (Player 8 (Team B) steals) | 17 | 34 | 0.033 | 0.967
Player 2 (Team B) misses 27-foot three point shot | 17 | 34 | 0.037 | 0.963
Team A defensive team rebound | 17 | 34 | 0.038 | 0.962
Player 1 (Team A) makes 7-foot driving floating jump shot | 19 | 34 | 0.043 | 0.957
Player 14 (Team A) enters the game for Player 5 (Team A) | 19 | 34 | 0.043 | 0.957
Player 11 (Team B) makes 30-foot three point jumper (Player 2 (Team B) assists) | 19 | 37 | 0.033 | 0.967
Player 12 (Team A) lost ball turnover (Player 8 (Team B) steals) | 19 | 37 | 0.029 | 0.971
Player 10 (Team B) misses three point jumper | 19 | 37 | 0.032 | 0.968
Team A defensive team rebound / Player 16 (Team B) enters the game for Player 2 (Team B) / Player 4 (Team A) enters the game for Player 1 (Team A) / Player 9 (Team A) enters the game for Player 3 (Team A) | 19 | 37 | 0.033 | 0.967
Player 4 (Team A) makes 15-foot pullup jump shot (Player 12 (Team A) assists) | 21 | 37 | 0.038 | 0.962
Player 8 (Team B) misses 30-foot three point jumper | 21 | 37 | 0.042 | 0.958
Team A defensive team rebound | 21 | 37 | 0.043 | 0.957
Player 14 (Team A) misses 30-foot three point jumper | 21 | 37 | 0.039 | 0.961
Player 10 (Team B) defensive rebound | 21 | 37 | 0.038 | 0.962
Player 16 (Team B) misses 28-foot three point jumper | 21 | 37 | 0.042 | 0.958
Player 10 (Team B) offensive rebound | 21 | 37 | 0.038 | 0.962
Player 9 (Team A) blocks Player 10 (Team B) 's 7-foot two point shot | 21 | 37 | 0.042 | 0.958
Player 7 (Team A) defensive rebound | 21 | 37 | 0.043 | 0.957
Player 4 (Team A) makes dunk (Player 7 (Team A) assists) | 23 | 37 | 0.049 | 0.951
Player 10 (Team B) makes 4-foot dunk (Player 11 (Team B) assists) | 23 | 39 | 0.043 | 0.957
End of the 1st Quarter | 23 | 39 | 0.041 | 0.959
