Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Time | Play | Team A score | Team B score | Win prob (A) | Win prob (B)
17.8-1st | Player 4 (Team A) vs. Player 9 (Team B) (Player 3 (Team B) gains possession) | 0 | 0 | 0.568 | 0.432
6:36-1st | Player 3 (Team B) lost ball turnover (Player 9 (Team A) steals) | 0 | 0 | 0.587 | 0.413
10:25-1st | Player 4 (Team A) makes dunk (Player 3 (Team A) assists) | 2 | 0 | 0.615 | 0.385
2:31-1st | Player 5 (Team B) bad pass (Player 12 (Team A) steals) | 2 | 0 | 0.636 | 0.364
4:04-1st | Player 11 (Team A) traveling | 2 | 0 | 0.614 | 0.386
6:39-2nd | Player 9 (Team B) makes 26-foot three point jumper (Player 8 (Team B) assists) | 2 | 3 | 0.564 | 0.436
8:05-1st | Player 9 (Team A) makes 5-foot two point shot | 4 | 3 | 0.587 | 0.413
2:53-3rd | Player 5 (Team B) misses 23-foot three point jumper | 4 | 3 | 0.609 | 0.391
10:51-3rd | Player 8 (Team B) offensive rebound | 4 | 3 | 0.587 | 0.413
12:00-4th | Player 6 (Team B) makes 25-foot three point jumper (Player 8 (Team B) assists) | 4 | 6 | 0.536 | 0.464
7:16-4th | Player 4 (Team A) makes driving layup | 6 | 6 | 0.564 | 0.436
56.4-2nd | Player 3 (Team B) makes 2-foot two point shot | 6 | 8 | 0.536 | 0.464
11:42-2nd | Player 4 (Team A) misses 18-foot step back jumpshot | 6 | 8 | 0.517 | 0.483
8:13-4th | Player 5 (Team B) defensive rebound | 6 | 8 | 0.51 | 0.49
8:28-2nd | Player 6 (Team B) offensive foul / Player 6 (Team B) turnover | 6 | 8 | 0.535 | 0.465
5:06-1st | Player 4 (Team A) misses 6-foot two point shot | 6 | 8 | 0.516 | 0.484
50.8-1st | Player 8 (Team B) defensive rebound | 6 | 8 | 0.509 | 0.491
4:01-3rd | Player 6 (Team B) misses two point shot | 6 | 8 | 0.528 | 0.472
3:55-2nd | Player 6 (Team B) offensive rebound | 6 | 8 | 0.509 | 0.491
7:59-1st | Player 6 (Team B) misses layup / Team B offensive team rebound | 6 | 8 | 0.509 | 0.491
8:09-2nd | Team A Full timeout | 6 | 8 | 0.534 | 0.466
5:47-4th | Player 12 (Team A) shooting foul / Player 5 (Team B) makes free throw 1 of 2 / Player 5 (Team B) makes free throw 2 of 2 | 6 | 10 | 0.483 | 0.517
3:29-3rd | Player 12 (Team A) misses 27-foot three point jumper | 6 | 10 | 0.462 | 0.538
10:13-1st | Player 6 (Team B) defensive rebound | 6 | 10 | 0.455 | 0.545
4:43-2nd | Player 5 (Team B) misses 23-foot three point jumper | 6 | 10 | 0.475 | 0.525
6:01-4th | Player 12 (Team A) defensive rebound | 6 | 10 | 0.481 | 0.519
5:37-3rd | Player 12 (Team A) makes two point shot | 8 | 10 | 0.508 | 0.492
9:30-4th | Player 5 (Team B) back court turnover | 8 | 10 | 0.533 | 0.467
1:18-3rd | Player 3 (Team B) flagrant foul type 1 / Player 3 (Team A) makes free throw flagrant 1 of 3 / Player 3 (Team A) makes free throw flagrant 2 of 3 / Player 3 (Team A) misses free throw flagrant 3 of 3 / Team A offensive team rebound | 10 | 10 | 0.584 | 0.416
8:44-3rd | Player 12 (Team A) out of bounds bad pass turnover | 10 | 10 | 0.557 | 0.443
5:16-1st | Player 3 (Team B) bad pass (Player 9 (Team A) steals) | 10 | 10 | 0.583 | 0.417
6:52-3rd | Player 6 (Team B) blocks Player 12 (Team A) 's 5-foot two point shot | 10 | 10 | 0.563 | 0.437
6.0-3rd | Player 3 (Team B) defensive rebound | 10 | 10 | 0.557 | 0.443
29.9-3rd | Player 6 (Team B) misses 6-foot two point shot | 10 | 10 | 0.576 | 0.424
2:52-2nd | Player 9 (Team B) offensive rebound / Player 9 (Team B) misses tip shot | 10 | 10 | 0.576 | 0.424
4:07-1st | Player 11 (Team A) defensive rebound / Player 12 (Team A) palming turnover | 10 | 10 | 0.556 | 0.444
7:43-2nd | Player 9 (Team B) makes 3-foot dunk (Player 5 (Team B) assists) | 10 | 12 | 0.53 | 0.47
4:34-1st | Player 12 (Team A) makes 1-foot layup (Player 9 (Team A) assists) | 12 | 12 | 0.556 | 0.444
5:26-2nd | Player 12 (Team A) shooting foul / Player 3 (Team B) makes free throw 1 of 2 / Player 3 (Team B) makes free throw 2 of 2 | 12 | 14 | 0.53 | 0.47
10:27-1st | Player 12 (Team A) makes 27-foot three point jumper (Player 4 (Team A) assists) | 15 | 14 | 0.581 | 0.419
3:32-3rd | Player 9 (Team B) offensive foul / Player 9 (Team B) turnover | 15 | 14 | 0.607 | 0.393
10:47-3rd | Player 3 (Team A) misses 16-foot step back jumpshot | 15 | 14 | 0.587 | 0.413
3:43-2nd | Player 6 (Team B) defensive rebound | 15 | 14 | 0.58 | 0.42
11:23-1st | Player 3 (Team B) misses 27-foot three point jumper | 15 | 14 | 0.6 | 0.4
3:11-2nd | Player 4 (Team A) defensive rebound | 15 | 14 | 0.606 | 0.394
7:40-1st | Player 3 (Team A) misses 22-foot three point jumper | 15 | 14 | 0.586 | 0.414
5:40-1st | Player 5 (Team B) defensive rebound | 15 | 14 | 0.579 | 0.421
31.0-2nd | Player 9 (Team B) misses 28-foot three point pullup jump shot | 15 | 14 | 0.599 | 0.401
2:03-1st | Player 12 (Team A) defensive rebound | 15 | 14 | 0.606 | 0.394
9:12-3rd | Player 11 (Team A) misses 26-foot three point shot | 15 | 14 | 0.585 | 0.415
7:15-2nd | Player 8 (Team B) defensive rebound | 15 | 14 | 0.579 | 0.421
5:00-3rd | Player 9 (Team A) shooting foul / Player 3 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 7 (Team B) enters the game for Player 9 (Team B) / Player 8 (Team A) enters the game for Player 11 (Team A) / Player 3 (Team B) makes free throw 2 of 2 | 15 | 15 | 0.579 | 0.421
3:38-2nd | Player 3 (Team A) misses 15-foot step back jumpshot | 15 | 15 | 0.56 | 0.44
10:42-3rd | Player 5 (Team B) defensive rebound | 15 | 15 | 0.554 | 0.446
0.1-3rd | Player 9 (Team A) personal foul / Player 4 (Team B) enters the game for Player 3 (Team B) / Player 10 (Team A) enters the game for Player 9 (Team A) | 15 | 15 | 0.512 | 0.488
6:33-4th | Player 4 (Team B) makes 23-foot three point jumper (Player 5 (Team B) assists) | 15 | 18 | 0.499 | 0.501
7:41-3rd | Player 4 (Team A) misses 19-foot step back jumpshot | 15 | 18 | 0.477 | 0.523
5:18-2nd | Player 5 (Team B) defensive rebound | 15 | 18 | 0.47 | 0.53
34.1-1st | Player 10 (Team B) enters the game for Player 5 (Team B) / Player 7 (Team B) offensive goaltending turnover | 15 | 18 | 0.497 | 0.503
9.9-3rd | Player 10 (Team B) shooting foul / Player 12 (Team A) makes free throw 1 of 2 / Player 12 (Team A) makes free throw 2 of 2 | 17 | 18 | 0.522 | 0.478
5:33-1st | Team B Full timeout / Player 13 (Team A) enters the game for Player 3 (Team A) / Player 14 (Team A) enters the game for Player 12 (Team A) | 17 | 18 | 0.521 | 0.479
5:30-2nd | Player 14 (Team A) personal foul / Player 7 (Team B) misses free throw 1 of 2 / Team B offensive team rebound / Player 14 (Team B) enters the game for Player 6 (Team B) / Player 7 (Team B) misses free throw 2 of 2 | 17 | 18 | 0.551 | 0.449
10:07-3rd | Player 8 (Team A) defensive rebound | 17 | 18 | 0.551 | 0.449
8:57-3rd | Player 8 (Team A) makes 9-foot driving floating jump shot (Player 14 (Team A) assists) | 19 | 18 | 0.578 | 0.422
5.1-3rd | Player 14 (Team B) misses 27-foot three point jumper | 19 | 18 | 0.599 | 0.401
8:49-2nd | Player 13 (Team A) defensive rebound | 19 | 18 | 0.606 | 0.394
0.0-3rd | Player 13 (Team A) makes 4-foot two point shot | 21 | 18 | 0.628 | 0.372
11:25-3rd | Player 4 (Team B) misses 28-foot three point jumper | 21 | 18 | 0.648 | 0.352
11:41-3rd | Player 14 (Team A) defensive rebound | 21 | 18 | 0.654 | 0.346
10:58-3rd | Player 4 (Team A) makes 8-foot two point shot | 23 | 18 | 0.68 | 0.32
1:46-2nd | Player 8 (Team B) bad pass (Player 4 (Team A) steals) | 23 | 18 | 0.706 | 0.294
9:04-1st | Player 4 (Team B) personal foul | 23 | 18 | 0.741 | 0.259
2:41-3rd | Player 13 (Team A) lost ball turnover (Player 10 (Team B) steals) | 23 | 18 | 0.679 | 0.321
9:05-4th | Player 8 (Team B) makes 17-foot pullup jump shot | 23 | 20 | 0.652 | 0.348
47.5-1st | Player 10 (Team B) personal foul / Player 12 (Team B) enters the game for Player 8 (Team B) / Player 11 (Team A) enters the game for Player 4 (Team A) | 23 | 20 | 0.692 | 0.308
11:00-4th | Player 14 (Team A) makes driving layup (Player 13 (Team A) assists) | 25 | 20 | 0.679 | 0.321
8:52-1st | Player 10 (Team B) makes 27-foot three pointer | 25 | 23 | 0.629 | 0.371
7:50-1st | Player 11 (Team A) misses driving floating jump shot | 25 | 23 | 0.609 | 0.391
7:33-2nd | Player 14 (Team B) defensive rebound | 25 | 23 | 0.603 | 0.397
5:52-1st | Player 12 (Team B) offensive charge / Player 12 (Team B) turnover | 25 | 23 | 0.629 | 0.371
11:43-3rd | Player 12 (Team B) personal foul / Player 13 (Team A) makes free throw 1 of 2 / Player 13 (Team A) makes free throw 2 of 2 | 27 | 23 | 0.656 | 0.344
8:49-4th | Player 14 (Team B) misses 24-foot three point jumper | 27 | 23 | 0.675 | 0.325
6:16-1st | Player 12 (Team B) offensive rebound | 27 | 23 | 0.659 | 0.341
48.1-3rd | Player 12 (Team B) misses 15-foot pullup jump shot / Team B offensive team rebound | 27 | 23 | 0.66 | 0.34
6:53-4th | End of the 1st Quarter | 27 | 23 | 0.667 | 0.333
11:50-1st | Player 13 (Team A) makes 25-foot three point jumper (Player 10 (Team A) assists) | 30 | 23 | 0.73 | 0.27
3:48-3rd | Player 10 (Team A) shooting foul / Player 12 (Team B) makes free throw 1 of 2 / Player 12 (Team B) makes free throw 2 of 2 | 30 | 25 | 0.709 | 0.291
0.0-2nd | Player 14 (Team A) misses driving layup | 30 | 25 | 0.688 | 0.312
7:16-2nd | Player 4 (Team B) defensive rebound | 30 | 25 | 0.681 | 0.319
