Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Time | Play | Team A score | Team B score | Win prob (A) | Win prob (B)
9:57-4th | Player 7 (Team A) vs. Player 3 (Team B) (Player 2 (Team B) gains possession) | 0 | 0 | 0.447 | 0.553
11:28-1st | Player 5 (Team B) lost ball turnover (Player 2 (Team A) steals) | 0 | 0 | 0.467 | 0.533
8:23-4th | Player 4 (Team A) makes 24-foot three point jumper (Player 2 (Team A) assists) | 3 | 0 | 0.52 | 0.48
9:38-1st | Player 9 (Team B) makes 26-foot three point jumper (Player 2 (Team B) assists) | 3 | 3 | 0.468 | 0.532
1:03-1st | Player 3 (Team A) out of bounds bad pass turnover | 3 | 3 | 0.448 | 0.552
7:20-3rd | Player 7 (Team A) personal foul | 3 | 3 | 0.448 | 0.552
7:33-4th | Player 9 (Team B) misses 18-foot pullup jump shot | 3 | 3 | 0.465 | 0.535
5:50-4th | Player 4 (Team A) defensive rebound | 3 | 3 | 0.471 | 0.529
8:49-2nd | Player 2 (Team A) makes 23-foot three point jumper (Player 4 (Team A) assists) | 6 | 3 | 0.522 | 0.478
3.0-3rd | Player 3 (Team B) misses jumper | 6 | 3 | 0.543 | 0.457
2:04-3rd | Player 5 (Team A) defensive rebound | 6 | 3 | 0.55 | 0.45
10:11-3rd | Player 2 (Team A) makes 2-foot two point shot (Player 5 (Team A) assists) | 8 | 3 | 0.574 | 0.426
2:41-4th | Player 5 (Team A) personal foul | 8 | 3 | 0.577 | 0.423
6:52-3rd | Player 4 (Team A) blocks Player 4 (Team B)'s two point shot | 8 | 3 | 0.595 | 0.405
4:53-3rd | Player 2 (Team A) defensive rebound | 8 | 3 | 0.601 | 0.399
3:37-3rd | Player 2 (Team A) bad pass (Player 4 (Team B) steals) | 8 | 3 | 0.576 | 0.424
2:29-3rd | Player 3 (Team B) misses driving layup | 8 | 3 | 0.595 | 0.405
5:21-3rd | Player 7 (Team A) defensive rebound | 8 | 3 | 0.602 | 0.398
8:57-1st | Player 4 (Team A) misses two point shot | 8 | 3 | 0.583 | 0.417
1:24-3rd | Player 9 (Team B) defensive rebound | 8 | 3 | 0.577 | 0.423
1:02-3rd | Player 3 (Team B) makes two point shot (Player 5 (Team B) assists) | 8 | 5 | 0.552 | 0.448
8:50-1st | Player 4 (Team A) makes 28-foot three point jumper (Player 3 (Team A) assists) | 11 | 5 | 0.605 | 0.395
8:05-2nd | Player 2 (Team B) misses 26-foot step back jumpshot | 11 | 5 | 0.624 | 0.376
41.0-3rd | Player 9 (Team B) offensive rebound | 11 | 5 | 0.606 | 0.394
11:22-3rd | Player 7 (Team A) shooting foul / Player 2 (Team B) makes free throw 1 of 2 / Player 2 (Team B) makes free throw 2 of 2 | 11 | 7 | 0.578 | 0.422
2:34-1st | Player 4 (Team B) blocks Player 3 (Team A) 's 16-foot step back jumpshot / Team A offensive team rebound | 11 | 7 | 0.579 | 0.421
3:17-1st | Player 5 (Team A) makes 2-foot layup (Player 2 (Team A) assists) | 13 | 7 | 0.605 | 0.395
2:46-1st | Player 4 (Team B) misses driving floating jump shot | 13 | 7 | 0.626 | 0.374
6:22-4th | Player 2 (Team B) offensive rebound | 13 | 7 | 0.606 | 0.394
11:38-4th | Player 2 (Team B) misses driving layup | 13 | 7 | 0.626 | 0.374
7:29-4th | Player 2 (Team A) defensive rebound | 13 | 7 | 0.633 | 0.367
10:24-2nd | Player 2 (Team A) out of bounds bad pass turnover / Team B Full timeout | 13 | 7 | 0.607 | 0.393
11:10-4th | Player 9 (Team B) makes 13-foot pullup jump shot (Player 5 (Team B) assists) | 13 | 9 | 0.581 | 0.419
7:22-2nd | Player 4 (Team A) misses 24-foot three point jumper | 13 | 9 | 0.562 | 0.438
2:57-1st | Player 4 (Team B) defensive rebound | 13 | 9 | 0.556 | 0.444
7:43-3rd | Player 3 (Team B) misses two point shot | 13 | 9 | 0.576 | 0.424
9:04-1st | Player 7 (Team A) defensive rebound | 13 | 9 | 0.582 | 0.418
6:03-2nd | Player 3 (Team A) misses 26-foot three point jumper | 13 | 9 | 0.563 | 0.437
9:45-1st | Player 9 (Team B) defensive rebound | 13 | 9 | 0.556 | 0.444
7:49-1st | Player 4 (Team B) misses 17-foot pullup jump shot | 13 | 9 | 0.577 | 0.423
5:09-4th | Player 5 (Team A) defensive rebound | 13 | 9 | 0.583 | 0.417
5:35-1st | Player 3 (Team B) personal foul / Player 6 (Team B) enters the game for Player 3 (Team B) / Player 1 (Team B) enters the game for Player 9 (Team B) / Player 6 (Team A) enters the game for Player 7 (Team A) / Player 13 (Team A) enters the game for Player 3 (Team A) | 13 | 9 | 0.586 | 0.414
3:12-4th | Player 5 (Team A) makes 26-foot three point jumper (Player 2 (Team A) assists) | 16 | 9 | 0.636 | 0.364
3:54-2nd | Player 13 (Team A) shooting foul / Player 1 (Team B) makes free throw 1 of 2 / Player 1 (Team B) makes free throw 2 of 2 | 16 | 11 | 0.614 | 0.386
3:08-4th | Player 2 (Team A) makes 26-foot three point jumper (Player 4 (Team A) assists) | 19 | 11 | 0.664 | 0.336
8:14-3rd | Player 1 (Team B) makes layup (Player 5 (Team B) assists) | 19 | 13 | 0.641 | 0.359
8:37-4th | Player 4 (Team A) makes layup | 21 | 13 | 0.666 | 0.334
9:24-1st | Player 13 (Team A) shooting foul / Player 2 (Team B) makes free throw 1 of 2 / Player 7 (Team B) enters the game for Player 5 (Team B) / Player 10 (Team A) enters the game for Player 4 (Team A) / Player 11 (Team A) enters the game for Player 5 (Team A) / Player 2 (Team B) makes free throw 2 of 2 | 21 | 15 | 0.642 | 0.358
5:52-1st | Player 13 (Team A) misses alley oop dunk shot | 21 | 15 | 0.622 | 0.378
8:43-4th | Player 1 (Team B) defensive rebound | 21 | 15 | 0.615 | 0.385
2:17-3rd | Player 4 (Team B) makes two point shot (Player 6 (Team B) assists) | 21 | 17 | 0.59 | 0.41
45.7-1st | Team A Full timeout | 21 | 17 | 0.59 | 0.41
11:43-3rd | Player 10 (Team A) misses 18-foot two point shot | 21 | 17 | 0.569 | 0.431
5:38-1st | Player 1 (Team B) defensive rebound | 21 | 17 | 0.562 | 0.438
10:08-1st | Player 12 (Team B) enters the game for Player 4 (Team B) | 21 | 17 | 0.562 | 0.438
3:30-2nd | Player 6 (Team B) makes 25-foot three pointer | 21 | 20 | 0.508 | 0.492
2:07-4th | Player 13 (Team A) misses 12-foot jumper | 21 | 20 | 0.488 | 0.512
4:55-2nd | Player 1 (Team B) defensive rebound | 21 | 20 | 0.481 | 0.519
1:46-2nd | Player 13 (Team A) blocks Player 2 (Team B) 's 1-foot jumper | 21 | 20 | 0.502 | 0.498
3:54-3rd | Team B offensive team rebound / Player 1 (Team A) enters the game for Player 2 (Team A) | 21 | 20 | 0.481 | 0.519
1:30-1st | Player 10 (Team A) blocks Player 12 (Team B) 's 9-foot driving floating jump shot | 21 | 20 | 0.502 | 0.498
2:27-2nd | Team B offensive team rebound | 21 | 20 | 0.481 | 0.519
4:36-2nd | Player 12 (Team B) makes 23-foot three point jumper (Player 2 (Team B) assists) | 21 | 23 | 0.423 | 0.577
12:00-1st | Player 10 (Team A) misses layup | 21 | 23 | 0.404 | 0.596
30.5-2nd | Player 10 (Team A) offensive rebound / Player 10 (Team A) misses tip shot | 21 | 23 | 0.404 | 0.596
9:41-3rd | Player 1 (Team B) defensive rebound | 21 | 23 | 0.397 | 0.603
1:32-2nd | Player 6 (Team B) misses 26-foot three point jumper | 21 | 23 | 0.417 | 0.583
8:17-1st | Player 2 (Team B) offensive rebound | 21 | 23 | 0.397 | 0.603
2:26-4th | Player 2 (Team B) makes two point shot | 21 | 25 | 0.369 | 0.631
10:38-2nd | Player 12 (Team B) shooting foul / Player 13 (Team A) makes free throw 1 of 2 / Player 13 (Team A) misses free throw 2 of 2 | 22 | 25 | 0.374 | 0.626
10:15-4th | Player 10 (Team A) offensive rebound / Player 10 (Team A) misses tip shot | 22 | 25 | 0.379 | 0.621
7:07-2nd | Player 10 (Team A) offensive rebound | 22 | 25 | 0.396 | 0.604
6:53-2nd | Player 10 (Team A) makes two point shot | 24 | 25 | 0.419 | 0.581
5:26-4th | Player 12 (Team B) makes 26-foot three point jumper (Player 2 (Team B) assists) | 24 | 28 | 0.369 | 0.631
10:27-1st | Player 11 (Team A) out of bounds bad pass turnover | 24 | 28 | 0.343 | 0.657
11:05-1st | Player 1 (Team B) misses 23-foot three point jumper | 24 | 28 | 0.362 | 0.638
9:40-4th | Player 10 (Team A) defensive rebound | 24 | 28 | 0.368 | 0.632
6:48-4th | Player 13 (Team A) offensive charge / Player 13 (Team A) turnover / Player 3 (Team B) enters the game for Player 1 (Team B) / Player 9 (Team B) enters the game for Player 2 (Team B) | 24 | 28 | 0.343 | 0.657
13.0-2nd | Player 3 (Team B) makes 3-foot alley oop dunk shot (Player 12 (Team B) assists) | 24 | 30 | 0.318 | 0.682
7:59-3rd | Player 2 (Team A) enters the game for Player 13 (Team A) | 24 | 30 | 0.318 | 0.682
2:27-1st | Player 2 (Team A) traveling / Player 5 (Team A) enters the game for Player 2 (Team A) | 24 | 30 | 0.292 | 0.708
4:13-2nd | Player 6 (Team B) makes 26-foot step back jumpshot (Player 7 (Team B) assists) / End of the 1st Quarter | 24 | 33 | 0.234 | 0.766
10:23-4th | Player 4 (Team A) enters the game for Player 11 (Team A) / Player 7 (Team A) enters the game for Player 5 (Team A) / Team A delay of game violation | 24 | 33 | 0.243 | 0.757
10:21-2nd | Player 7 (Team A) makes layup (Player 10 (Team A) assists) | 26 | 33 | 0.266 | 0.734
3:04-2nd | Player 12 (Team B) makes driving layup (Player 3 (Team B) assists) | 26 | 35 | 0.242 | 0.758
5:31-1st | Player 10 (Team A) makes 1-foot dunk (Player 4 (Team A) assists) | 28 | 35 | 0.264 | 0.736
1:35-3rd | Player 6 (Team B) misses 23-foot three point jumper | 28 | 35 | 0.283 | 0.717
6:10-1st | Player 7 (Team A) defensive rebound | 28 | 35 | 0.289 | 0.711
0.0-1st | Player 1 (Team A) makes 27-foot three point jumper (Player 6 (Team A) assists) | 31 | 35 | 0.338 | 0.662
58.9-2nd | Player 3 (Team B) misses 11-foot pullup jump shot | 31 | 35 | 0.359 | 0.641
9:16-3rd | Player 1 (Team A) defensive rebound | 31 | 35 | 0.366 | 0.634
4:23-2nd | Player 6 (Team A) misses 27-foot three point jumper | 31 | 35 | 0.345 | 0.655
11:39-2nd | Player 10 (Team A) offensive rebound / Player 10 (Team A) makes two point shot / Player 6 (Team B) shooting foul / Player 10 (Team A) makes free throw 1 of 1 | 34 | 35 | 0.423 | 0.577
5:17-1st | Player 1 (Team A) personal foul | 34 | 35 | 0.427 | 0.573
36.9-2nd | Player 4 (Team A) shooting foul / Player 6 (Team B) makes free throw 1 of 3 / Player 6 (Team B) makes free throw 2 of 3 / Player 6 (Team B) makes free throw 3 of 3 | 34 | 38 | 0.369 | 0.631
4:47-3rd | Player 6 (Team A) misses three point jumper | 34 | 38 | 0.347 | 0.653
9:35-2nd | Player 9 (Team B) defensive rebound | 34 | 38 | 0.34 | 0.66
5:09-2nd | Player 6 (Team B) lost ball turnover (Player 10 (Team A) steals) | 34 | 38 | 0.369 | 0.631
6:20-4th | Player 3 (Team B) blocks Player 6 (Team A) 's 2-foot two point shot | 34 | 38 | 0.347 | 0.653
5:58-1st | Player 7 (Team B) defensive rebound | 34 | 38 | 0.339 | 0.661
5:03-3rd | Player 6 (Team B) makes layup (Player 7 (Team B) assists) / Team A Full timeout | 34 | 40 | 0.313 | 0.687
56.1-3rd | Player 10 (Team A) misses 24-foot three point jumper | 34 | 40 | 0.293 | 0.707
4:34-3rd | Team B defensive team rebound | 34 | 40 | 0.287 | 0.713
9:00-4th | Player 7 (Team B) out of bounds bad pass turnover | 34 | 40 | 0.312 | 0.688
1:52-1st | Player 7 (Team B) shooting foul / Player 1 (Team A) makes free throw 1 of 2 / Player 1 (Team A) makes free throw 2 of 2 | 36 | 40 | 0.338 | 0.662
3:21-1st | Player 6 (Team B) misses 27-foot step back jumpshot | 36 | 40 | 0.36 | 0.64
2:26-1st | Player 10 (Team A) defensive rebound / Player 6 (Team A) disc dribble turnover / Player 3 (Team A) enters the game for Player 1 (Team A) | 36 | 40 | 0.337 | 0.663
6:01-2nd | Player 3 (Team B) misses 19-foot jumper | 36 | 40 | 0.36 | 0.64
4:16-4th | Player 10 (Team A) defensive rebound | 36 | 40 | 0.367 | 0.633
5:04-4th | Player 3 (Team A) misses 24-foot three point jumper | 36 | 40 | 0.344 | 0.656
1:10-2nd | Player 7 (Team B) defensive rebound | 36 | 40 | 0.337 | 0.663
7:04-2nd | Player 3 (Team B) makes dunk (Player 12 (Team B) assists) | 36 | 42 | 0.311 | 0.689
10:43-1st | Player 4 (Team B) enters the game for Player 7 (Team B) / Player 5 (Team B) enters the game for Player 6 (Team B) / Player 11 (Team A) enters the game for Player 10 (Team A) / Player 5 (Team A) enters the game for Player 6 (Team A) / Player 2 (Team A) enters the game for Player 7 (Team A) | 36 | 42 | 0.311 | 0.689
