Task

Answer the following multiple-choice question.

Game

Team A versus Team B, season 22-23.

Play-by-play up to the critical moment

Time | Play | Team A score | Team B score | Win prob (A) | Win prob (B)
8:41-4th | Player 4 (Team A) vs. Player 3 (Team B) (Player 17 (Team B) gains possession) | 0 | 0 | 0.428 | 0.572
5:17-1st | Player 1 (Team B) misses 19-foot pullup jump shot | 0 | 0 | 0.443 | 0.557
2:04-1st | Player 4 (Team B) defensive rebound | 0 | 0 | 0.448 | 0.552
4:24-3rd | Player 4 (Team B) makes 26-foot three point jumper (Player 4 (Team A) assists) | 3 | 0 | 0.501 | 0.499
5:25-3rd | Player 5 (Team B) misses 15-foot pullup jump shot | 3 | 0 | 0.522 | 0.478
4:16-4th | Player 7 (Team B) offensive rebound | 3 | 0 | 0.501 | 0.499
0.0-1st | Player 7 (Team B) misses 25-foot step back jumpshot | 3 | 0 | 0.523 | 0.477
7:29-4th | Player 4 (Team A) defensive rebound | 3 | 0 | 0.53 | 0.47
5:56-3rd | Player 6 (Team A) makes 23-foot pullup jump shot | 5 | 0 | 0.553 | 0.447
5:46-4th | Player 7 (Team B) misses two point shot | 5 | 0 | 0.573 | 0.427
5:47-1st | Player 4 (Team A) defensive rebound | 5 | 0 | 0.579 | 0.421
3:03-3rd | Player 6 (Team A) misses 25-foot three point shot / Player 6 (Team A) offensive rebound | 5 | 0 | 0.579 | 0.421
10:19-3rd | Player 4 (Team A) misses layup | 5 | 0 | 0.561 | 0.439
11:39-2nd | Player 7 (Team B) defensive rebound | 5 | 0 | 0.555 | 0.445
7:49-1st | Player 17 (Team B) makes 23-foot three point shot (Player 1 (Team B) assists) | 5 | 3 | 0.504 | 0.496
2:36-4th | Player 17 (Team B) blocks Player 2 (Team A) 's 25-foot step back jumpshot | 5 | 3 | 0.486 | 0.514
6:03-4th | Player 8 (Team A) misses 13-foot jumper / Player 8 (Team A) offensive rebound | 5 | 3 | 0.505 | 0.495
1:17-2nd | Player 3 (Team B) defensive rebound | 5 | 3 | 0.48 | 0.52
8:57-2nd | Player 3 (Team B) makes 2-foot dunk (Player 7 (Team B) assists) | 5 | 5 | 0.452 | 0.548
7:19-3rd | Player 2 (Team A) makes 24-foot three point jumper (Player 4 (Team B) assists) | 8 | 5 | 0.506 | 0.494
6:02-4th | Player 1 (Team B) misses 25-foot three point pullup jump shot | 8 | 5 | 0.527 | 0.473
14.2-1st | Player 4 (Team A) defensive rebound | 8 | 5 | 0.535 | 0.465
1:26-4th | Player 4 (Team B) misses 26-foot three point pullup jump shot | 8 | 5 | 0.514 | 0.486
8:29-1st | Player 1 (Team B) defensive rebound | 8 | 5 | 0.506 | 0.494
1:17-4th | Player 17 (Team B) makes 25-foot three pointer | 8 | 8 | 0.453 | 0.547
11:27-1st | Player 4 (Team B) makes 25-foot three point jumper (Player 4 (Team A) assists) | 11 | 8 | 0.507 | 0.493
8:12-4th | Player 5 (Team B) misses 11-foot two point shot / Player 5 (Team B) offensive rebound | 11 | 8 | 0.508 | 0.492
11:51-3rd | Player 5 (Team B) makes 22-foot three point jumper (Player 17 (Team B) assists) | 11 | 11 | 0.454 | 0.546
2:10-4th | Player 2 (Team A) misses 24-foot three point pullup jump shot | 11 | 11 | 0.439 | 0.561
1:22-2nd | Player 7 (Team B) defensive rebound | 11 | 11 | 0.433 | 0.567
7:28-3rd | Player 1 (Team B) misses 25-foot three point shot | 11 | 11 | 0.45 | 0.55
4:58-3rd | Player 4 (Team A) defensive rebound | 11 | 11 | 0.455 | 0.545
8:49-3rd | Player 5 (Team B) personal foul / Player 6 (Team B) enters the game for Player 3 (Team B) | 11 | 11 | 0.456 | 0.544
11:05-1st | Player 6 (Team A) lost ball turnover (Player 1 (Team B) steals) | 11 | 11 | 0.431 | 0.569
4:18-4th | Player 1 (Team B) makes 2-foot dunk | 11 | 13 | 0.406 | 0.594
8:52-3rd | Team A Full timeout / Player 12 (Team A) enters the game for Player 4 (Team B) / Player 3 (Team A) enters the game for Player 4 (Team A) | 11 | 13 | 0.406 | 0.594
8:29-4th | Player 6 (Team A) misses 25-foot three point jumper | 11 | 13 | 0.386 | 0.614
8:43-3rd | Player 1 (Team B) defensive rebound | 11 | 13 | 0.379 | 0.621
5:04-3rd | Player 6 (Team B) makes 25-foot three point jumper (Player 7 (Team B) assists) | 11 | 16 | 0.333 | 0.667
3:20-3rd | Player 8 (Team A) lost ball turnover (Player 1 (Team B) steals) | 11 | 16 | 0.307 | 0.693
12:00-3rd | Player 5 (Team B) misses three point shot | 11 | 16 | 0.327 | 0.673
1:27-1st | Player 6 (Team B) offensive rebound | 11 | 16 | 0.307 | 0.693
7:15-3rd | Player 7 (Team B) misses driving layup | 11 | 16 | 0.327 | 0.673
53.1-1st | Player 6 (Team B) offensive rebound | 11 | 16 | 0.307 | 0.693
4:53-2nd | Player 6 (Team B) makes two point shot | 11 | 18 | 0.284 | 0.716
9:40-3rd | Player 3 (Team A) makes driving layup | 13 | 18 | 0.307 | 0.693
10:01-3rd | Player 1 (Team B) misses driving layup | 13 | 18 | 0.327 | 0.673
11:03-1st | Player 3 (Team A) defensive rebound | 13 | 18 | 0.333 | 0.667
3:32-2nd | Player 12 (Team A) makes 23-foot three point shot (Player 6 (Team A) assists) | 16 | 18 | 0.38 | 0.62
8:46-3rd | Player 6 (Team B) offensive foul / Player 6 (Team B) turnover / Player 9 (Team B) enters the game for Player 7 (Team B) / Player 10 (Team A) enters the game for Player 6 (Team A) | 16 | 18 | 0.408 | 0.592
9:35-4th | Player 3 (Team A) makes 6-foot driving floating jump shot | 18 | 18 | 0.434 | 0.566
3:48-1st | Player 9 (Team B) makes 9-foot two point shot (Player 17 (Team B) assists) | 18 | 20 | 0.409 | 0.591
4:32-3rd | Player 10 (Team A) misses 22-foot three point jumper | 18 | 20 | 0.388 | 0.612
2:25-3rd | Player 9 (Team B) defensive rebound | 18 | 20 | 0.381 | 0.619
40.1-1st | Player 5 (Team B) misses two point shot | 18 | 20 | 0.402 | 0.598
10.0-3rd | Player 5 (Team B) offensive rebound | 18 | 20 | 0.381 | 0.619
8:45-2nd | Player 17 (Team B) makes 22-foot three point jumper (Player 5 (Team B) assists) | 18 | 23 | 0.334 | 0.666
6:29-2nd | Player 11 (Team B) enters the game for Player 17 (Team B) / Player 10 (Team B) enters the game for Player 5 (Team B) / Player 8 (Team A) vs. Player 9 (Team B) (Player 11 (Team B) gains possession) / Player 8 (Team A) lost ball turnover (Player 9 (Team B) steals) | 18 | 23 | 0.305 | 0.695
18.1-4th | Player 12 (Team A) blocks Player 11 (Team B) 's 3-foot two point shot | 18 | 23 | 0.326 | 0.674
1:25-2nd | Player 3 (Team A) defensive rebound | 18 | 23 | 0.333 | 0.667
1:34-2nd | Player 6 (Team B) shooting foul / Team B Full timeout / Player 4 (Team A) enters the game for Player 2 (Team A) / Player 4 (Team B) enters the game for Player 8 (Team A) / Player 3 (Team A) makes free throw 1 of 2 / Player 3 (Team A) makes free throw 2 of 2 | 20 | 23 | 0.355 | 0.645
8:03-3rd | Player 6 (Team B) misses 24-foot three point jumper | 20 | 23 | 0.374 | 0.626
4:55-2nd | Player 10 (Team A) defensive rebound | 20 | 23 | 0.38 | 0.62
10:57-3rd | Player 3 (Team A) makes layup (Player 10 (Team A) assists) / Player 6 (Team B) defensive goaltending violation | 22 | 23 | 0.409 | 0.591
3:48-2nd | Player 1 (Team B) misses 13-foot pullup jump shot | 22 | 23 | 0.43 | 0.57
4:23-3rd | Team B offensive team rebound / Player 17 (Team B) enters the game for Player 1 (Team B) | 22 | 23 | 0.41 | 0.59
4:41-2nd | Player 9 (Team B) misses 24-foot three point jumper | 22 | 23 | 0.43 | 0.57
4:19-2nd | Player 4 (Team A) defensive rebound | 22 | 23 | 0.437 | 0.563
1:25-1st | Player 12 (Team A) makes 22-foot three point jumper (Player 3 (Team A) assists) | 25 | 23 | 0.491 | 0.509
6:04-2nd | Player 17 (Team B) misses driving floating jump shot | 25 | 23 | 0.515 | 0.485
11:23-4th | Player 17 (Team B) offensive rebound / Player 3 (Team A) shooting foul / Player 17 (Team B) makes free throw 1 of 2 / Player 17 (Team B) makes free throw 2 of 2 | 25 | 25 | 0.467 | 0.533
6:38-1st | Player 12 (Team A) out of bounds bad pass turnover | 25 | 25 | 0.438 | 0.562
8:04-2nd | Player 17 (Team B) misses 25-foot three point pullup jump shot | 25 | 25 | 0.46 | 0.54
10:28-4th | Player 4 (Team A) defensive rebound | 25 | 25 | 0.467 | 0.533
8:41-1st | Player 3 (Team A) out of bounds bad pass turnover | 25 | 25 | 0.439 | 0.561
6:41-4th | Player 3 (Team A) shooting foul / Player 17 (Team B) makes free throw 1 of 2 / Player 17 (Team B) makes free throw 2 of 2 | 25 | 27 | 0.41 | 0.59
56.1-1st | Player 10 (Team A) misses driving layup | 25 | 27 | 0.39 | 0.61
10:17-1st | Player 4 (Team A) offensive rebound / Player 4 (Team A) makes tip shot | 27 | 27 | 0.437 | 0.563
6:00-1st | Player 17 (Team B) back court turnover / Player 2 (Team A) enters the game for Player 4 (Team A) | 27 | 27 | 0.466 | 0.534
0.1-1st | Player 17 (Team B) personal take foul | 27 | 27 | 0.513 | 0.487
3:41-4th | Player 2 (Team A) misses 30-foot three point pullup jump shot / Team A offensive team rebound | 27 | 27 | 0.464 | 0.536
10:00-2nd | End of the 1st Quarter | 27 | 27 | 0.453 | 0.547
4:55-1st | Player 13 (Team B) enters the game for Player 6 (Team B) / Player 9 (Team A) enters the game for Player 3 (Team A) / Player 4 (Team A) enters the game for Player 2 (Team A) | 27 | 27 | 0.453 | 0.547
6:06-4th | Player 10 (Team A) misses three point jumper | 27 | 27 | 0.447 | 0.553
6:19-3rd | Player 11 (Team B) defensive rebound | 27 | 27 | 0.439 | 0.561
2:20-3rd | Player 10 (Team B) makes 25-foot three pointer | 27 | 30 | 0.385 | 0.615
1:45-2nd | Player 4 (Team B) makes 7-foot two point shot | 29 | 30 | 0.409 | 0.591
11:11-3rd | Player 11 (Team B) makes driving layup (Player 13 (Team B) assists) | 29 | 32 | 0.385 | 0.615
8:59-2nd | Player 4 (Team A) makes 2-foot dunk (Player 4 (Team B) assists) | 31 | 32 | 0.409 | 0.591
5:49-3rd | Player 4 (Team A) blocks Player 10 (Team B) 's 2-foot layup | 31 | 32 | 0.435 | 0.565
48.1-3rd | Player 4 (Team B) defensive rebound | 31 | 32 | 0.443 | 0.557
3:13-1st | Player 9 (Team B) blocks Player 9 (Team A)'s two point shot | 31 | 32 | 0.418 | 0.582
3:18-4th | Player 6 (Team A) enters the game for Player 10 (Team A) / Team A offensive team rebound | 31 | 32 | 0.443 | 0.557
10:40-1st | Player 9 (Team A) misses two point shot | 31 | 32 | 0.418 | 0.582
6:56-3rd | Player 11 (Team B) defensive rebound | 31 | 32 | 0.41 | 0.59
5:41-3rd | Player 9 (Team B) makes 23-foot three point shot (Player 17 (Team B) assists) | 31 | 35 | 0.354 | 0.646
2:09-1st | Player 6 (Team A) bad pass (Player 13 (Team B) steals) | 31 | 35 | 0.326 | 0.674
5:06-2nd | Player 13 (Team B) misses 25-foot three point jumper | 31 | 35 | 0.347 | 0.653
2:19-3rd | Player 4 (Team B) defensive rebound | 31 | 35 | 0.354 | 0.646
